des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2024 AB2,4,2460314.387249541,2024-Jan-04 21:18,0.0049740667083454,0.0049600586685914,0.00498807303174137,7.00377074161167,6.92686481371082,00:02,26.83
2023 YX1,5,2460316.052222353,2024-Jan-06 13:15,0.0259173985818548,0.0257795157905212,0.0260552799043598,14.3120927509546,14.3049077499429,< 00:01,24.86
2024 AH1,6,2460316.111913086,2024-Jan-06 14:41,0.0230037014692271,0.0229561485558435,0.0230512538913839,9.64802317473728,9.63601030541527,< 00:01,25.84
2024 AV3,2,2460316.351989912,2024-Jan-06 20:27,0.0312466890154917,0.0307970673922844,0.0316962988378417,13.8228113760957,13.8166410386899,00:02,25.78
2024 AC,7,2460316.451223330,2024-Jan-06 22:50,0.0154698995655826,0.0154698457212026,0.0154699534099575,6.78790663355173,6.7624850259917,< 00:01,25.50
2023 YV1,9,2460316.596339789,2024-Jan-07 02:19,0.0564841975289104,0.0562054245252424,0.0567629665959489,8.12049337704333,8.11468227639324,< 00:01,23.68
2024 AL2,4,2460316.897166845,2024-Jan-07 09:32,0.0100038569742907,0.00997290253897824,0.0100348089078295,6.64959628374645,6.60942057418895,< 00:01,27.38
2024 AM,4,2460317.014145980,2024-Jan-07 12:20,0.00808407278102811,0.00807608931232876,0.00809205612095898,9.02335468295039,8.98675344138358,< 00:01,27.83
2024 AW,2,2460317.066779764,2024-Jan-07 13:36,0.0286110781569092,0.0285180117812279,0.0287041429658723,8.49599276095458,8.48502433192212,< 00:01,25.53
2019 PJ,17,2460317.163044153,2024-Jan-07 15:55,0.0248646998179594,0.0248645277054363,0.0248648719304839,14.3972065057583,14.389761531399,< 00:01,23.78
2024 BM1,3,2460317.511182863,2024-Jan-08 00:16,0.0364865021633661,0.036066234454535,0.0369067441062772,7.30925599116765,7.29925819968554,< 00:01,26.04
2024 AC3,4,2460317.550394492,2024-Jan-08 01:13,0.0104449553177841,0.0103867057491764,0.0105032041693715,21.5014106721647,21.4895431873435,< 00:01,25.25
2018 WA2,23,2460317.649399146,2024-Jan-08 03:35,0.0830903048095348,0.0830896700438376,0.0830909395760821,9.55415191367215,9.5507949536744,< 00:01,22.59
2024 AX3,1,2460317.699759252,2024-Jan-08 04:48,0.0123305845461768,0.0119002031533907,0.0127611902256357,5.51022019075417,5.47086396279922,00:14,27.67
2024 AD2,3,2460317.957166810,2024-Jan-08 10:58,0.032294474620537,0.0320170043492912,0.0325719299744726,7.26966393544792,7.25830574349257,< 00:01,26.43
2002 AY1,68,2460318.257826187,2024-Jan-08 18:11,0.0387907686532767,0.038790764966077,0.0387907723404809,17.339169643902,17.335207727608,< 00:01,20.85
2023 UO9,8,2460318.321045845,2024-Jan-08 19:42,0.0672453223279241,0.0672288148488973,0.0672618297802817,4.7821343800736,4.77384150300001,< 00:01,22.31
2024 BU,1,2460318.514623927,2024-Jan-09 00:21,0.0183113289917263,0.0181992898701765,0.0184233589212184,7.03035339279868,7.00962545802195,00:06,28.30
2024 BE4,1,2460318.634755542,2024-Jan-09 03:14,0.04746931541852,0.0468498222254702,0.0480887764350726,7.61238065972619,7.60500349672282,< 00:01,26.38
2023 XN13,10,2460318.765301695,2024-Jan-09 06:22,0.04032571636368,0.040171311343647,0.0404800479813817,1.43772218888826,1.39100582092257,00:07,28.16
2022 YS5,15,2460318.797049233,2024-Jan-09 07:08,0.0577971539200955,0.057796147576575,0.0577981602635471,5.89996956407395,5.89215069394158,< 00:01,24.84
2024 AS1,2,2460319.258523357,2024-Jan-09 18:12,0.00387606100254432,0.00387141726018745,0.00388070469131551,16.7850967941681,16.7440925608987,< 00:01,27.32
2024 BQ,3,2460319.516501371,2024-Jan-10 00:24,0.0150060897426556,0.0148840438421997,0.0151281314101723,12.7198676508323,12.7059007282231,00:13,24.87
2024 AC4,3,2460319.535057311,2024-Jan-10 00:50,0.0162489369894844,0.0161149726212681,0.016382892002586,8.99210067007415,8.97384628175345,< 00:01,27.28
613986,88,2460319.547971105,2024-Jan-10 01:09,0.0896365227096755,0.0896363395064046,0.0896367059130025,7.78898629474987,7.78516902500279,< 00:01,20.81
2024 AF4,4,2460319.692888185,2024-Jan-10 04:38,0.0474980272934001,0.0472667572995342,0.047729290874274,6.31730996287118,6.30842388428522,00:02,25.98
2023 XT14,5,2460320.001588375,2024-Jan-10 12:02,0.0311273099213971,0.0309821730652948,0.0312724410933787,6.37317014026332,6.35972474391911,< 00:01,25.67
2024 BA,2,2460320.015686271,2024-Jan-10 12:23,0.00972392313894407,0.00959896736682545,0.00984886967684878,12.4956120821218,12.4736640856201,01:03,25.99
2024 AU1,1,2460320.088422011,2024-Jan-10 14:07,0.0469260540486823,0.0464731432297406,0.0473789618468314,18.1464670848674,18.1433378102121,00:02,24.19
2024 AN1,9,2460320.214144403,2024-Jan-10 17:08,0.0103548283441008,0.0103548213174767,0.010354835370729,7.94184744605327,7.90938086721701,< 00:01,26.58
2023 YO1,13,2460320.245318949,2024-Jan-10 17:53,0.0174262097701801,0.0174256450105626,0.0174267745310289,3.07322555370745,3.0230636682517,< 00:01,25.89
2018 BM5,6,2460320.288462976,2024-Jan-10 18:55,0.0752681337716446,0.0752675847079567,0.0752686828353709,7.94540051289758,7.9409438762081,< 00:01,27.42
2023 XM16,5,2460320.400902362,2024-Jan-10 21:37,0.0703792285932224,0.0701757668285381,0.0705826900497368,16.9147621742921,16.9125238103812,< 00:01,22.94
2024 AO4,6,2460320.422468922,2024-Jan-10 22:08,0.078212692088974,0.0774630073659916,0.0789623654117145,9.26627511212384,9.26259792176744,< 00:01,23.61
2024 AY2,3,2460320.452555964,2024-Jan-10 22:52,0.0213895750741061,0.0212782746267123,0.0215008723816197,8.391279557823,8.3764213414982,00:01,26.96
2022 BA7,1,2460320.488316630,2024-Jan-10 23:43,0.0623685263169924,0.0457484930889012,0.0790150921963326,7.71982144830227,7.7142854574222,6_16:48,30.86
2024 AE4,1,2460320.512660118,2024-Jan-11 00:18,0.00813610022547393,0.00783953176529094,0.00843260266001675,8.22567608025664,8.18576630241669,00:24,28.72
2024 AG2,8,2460320.636716574,2024-Jan-11 03:17,0.0637414270985561,0.0634976685647256,0.0639851841757517,10.3400020621107,10.3359585860804,< 00:01,23.82
2024 AE2,6,2460320.704837439,2024-Jan-11 04:55,0.0950405712733476,0.0945010083311868,0.0955801329907124,16.4531786211511,16.451474596017,< 00:01,22.59
2024 AM4,6,2460320.909488894,2024-Jan-11 09:50,0.000798649159945809,0.000797651500556149,0.000799652156824599,3.19538855060251,1.8809685942516,< 00:01,28.71
2020 AC1,8,2460320.978697062,2024-Jan-11 11:29,0.0493895185113142,0.0420745083752531,0.0568011109398488,5.31645546425091,5.30629834752095,2_10:06,28.39
2024 AB4,9,2460321.061106632,2024-Jan-11 13:28,0.0381698808756456,0.0380754019192958,0.0382643522960557,2.95694194140202,2.93323951132464,< 00:01,26.05
2024 BR1,1,2460321.122145160,2024-Jan-11 14:56,0.028583333805964,0.0280965499854549,0.0290701025903152,14.7583174788817,14.7519998284467,00:15,26.25
2024 BZ15,1,2460321.274802806,2024-Jan-11 18:36,0.0118523500915086,0.0114800374638366,0.0122246313383095,10.4290730005311,10.4074949754168,10:41,26.40
2024 AG4,2,2460321.397039376,2024-Jan-11 21:32,0.00227576554493056,0.0022670652635307,0.00228446571469284,11.9675735724455,11.8693388928648,00:11,28.44
2023 WZ3,14,2460321.478913479,2024-Jan-11 23:30,0.0414021950153366,0.0413968606622742,0.0414075293569519,3.98768893265736,3.97151747312071,< 00:01,24.64
2024 BF2,2,2460321.529774788,2024-Jan-12 00:43,0.0749955060694194,0.0737297986280839,0.0762611612023817,7.54102161616077,7.53630877654188,00:02,25.68
2024 AR2,3,2460321.656426808,2024-Jan-12 03:45,0.00847063893408223,0.00845491631515849,0.00848636145350303,19.1948560058147,19.1784615564517,< 00:01,26.42
2024 AP,12,2460321.907251755,2024-Jan-12 09:46,0.0886980344353249,0.088385613956549,0.0890104545919133,20.2675148764192,20.2660326527593,< 00:01,22.09
2017 UN1,3,2460321.923743415,2024-Jan-12 10:10,0.0717865203157898,0.064192417381564,0.0885900245242929,13.0426814168348,13.0398353181451,01:21,24.75
2021 RL7,1,2460322.578241646,2024-Jan-13 01:53,0.0811755451897277,0.0629828062572437,0.0993731071633516,7.627948796758,7.62364450280864,1_01:07,28.27
2024 AP3,4,2460322.634495873,2024-Jan-13 03:14,0.0844346826323914,0.0844328459818429,0.0844365192927597,15.0854424672586,15.0833504582851,< 00:01,24.36
2024 BV,1,2460322.791282605,2024-Jan-13 06:59,0.0144421489670837,0.0143653610468781,0.0145189360251953,18.5058921612471,18.4959200402919,< 00:01,27.43
2024 AW2,7,2460323.007700116,2024-Jan-13 12:11,0.028005384139424,0.0278964580930218,0.0281143066287598,6.7436470589799,6.72952392767016,< 00:01,26.32
2024 AD4,3,2460323.086193197,2024-Jan-13 14:04,0.05574644050971,0.0552901567477988,0.0562027201222248,13.122711512367,13.1190687409872,< 00:01,24.81
2024 AR1,8,2460323.102870690,2024-Jan-13 14:28,0.0256409517504175,0.0255549425507467,0.0257269550454019,4.53052125733804,4.5075262479444,< 00:01,26.05
2024 BY1,1,2460323.248689428,2024-Jan-13 17:58,0.020368265604517,0.0202524882942775,0.0204840417412004,13.356420095127,13.3466223179745,00:10,25.71
2017 SM2,3,2460323.369161532,2024-Jan-13 20:52,0.0907185930177923,0.089797416071163,0.0928690695696299,7.65680023000229,7.65296335578489,1_12:16,27.3
2021 VB2,8,2460323.389236045,2024-Jan-13 21:20,0.0779959410941269,0.0779912959171683,0.0788720723532468,7.44725489460408,7.44266631838391,4_05:16,28.34
2024 AQ4,6,2460323.502569216,2024-Jan-14 00:04,0.00832465597337857,0.00831179636160025,0.00833751532048749,9.79426468982188,9.76153057693527,< 00:01,25.76
2024 BE,4,2460323.522742921,2024-Jan-14 00:33,0.0710180943753302,0.0704390803115114,0.0715971030042917,11.3652648680198,11.3619632496921,< 00:01,24.04
2016 CL18,8,2460323.704885400,2024-Jan-14 04:55,0.0908964442756856,0.0567218523038603,0.125072034954942,14.6687669812813,14.6667684937738,2_00:28,23.93
2024 BV1,1,2460323.920842828,2024-Jan-14 10:06,0.0212199768064239,0.0210270493591662,0.0214128977279214,11.5483679096045,11.5374898500502,00:06,27.21
2024 AF3,3,2460324.181314499,2024-Jan-14 16:21,0.0224838923702892,0.0224047606459668,0.0225630211734159,6.73711965125511,6.71950659733794,< 00:01,26.96
2024 BK,3,2460324.231707977,2024-Jan-14 17:34,0.0221271371434678,0.0220462081583514,0.0222080655239621,15.4591652716295,15.4513739605684,< 00:01,24.71
2024 AG3,4,2460324.262535873,2024-Jan-14 18:18,0.0113529297508831,0.0112922762619337,0.0114135805092578,9.79454579075771,9.77055457138378,00:03,27.67
2024 AZ3,3,2460324.348997148,2024-Jan-14 20:23,0.00166368331127208,0.00165661147302961,0.00167075564835457,10.0188698314233,9.85772001459188,00:08,28.78
2024 BV2,1,2460324.486492857,2024-Jan-14 23:41,0.0259185780322635,0.0258133464659355,0.026023803571338,5.31022329104755,5.2908286288505,00:05,27.67
2024 AN3,6,2460324.611278598,2024-Jan-15 02:40,0.0639432540522242,0.0633032034731664,0.0645832926254016,9.43545242316642,9.43103512652014,00:01,25.05
2024 BA16,1,2460324.840985700,2024-Jan-15 08:11,0.000935907057585432,0.000931232649023701,0.000940579603124431,8.94277380227879,8.61854430690999,00:05,28.94
2024 AT2,4,2460324.951541539,2024-Jan-15 10:50,0.00958937510589558,0.00953162154626748,0.00964712364390361,8.73843501340061,8.70657978648324,< 00:01,27.34
2023 XW14,14,2460325.235499321,2024-Jan-15 17:39,0.0986294881860969,0.0985781291139424,0.0986808472656351,25.8279937995657,25.8269478188011,< 00:01,21.41
2015 AK1,12,2460325.473411471,2024-Jan-15 23:22,0.0405723324369421,0.0405721785676249,0.0405724863065763,13.2243090415649,13.2193420781805,< 00:01,24.27
2019 AC9,3,2460325.768336199,2024-Jan-16 06:26,0.0560390940420613,0.020446612906691,0.0917895407974499,8.76266330427883,8.75723555657719,2_20:24,25.73
2024 BH1,3,2460325.795770856,2024-Jan-16 07:06,0.0190376299271992,0.0189673688647878,0.019107890580544,19.5908993628126,19.5837539995972,00:03,26.14
2024 BZ,2,2460325.856583491,2024-Jan-16 08:33,0.0259933240555307,0.0259226760106338,0.0260639700437512,5.59956051471666,5.58122436105203,00:07,27.27
2024 AH4,2,2460326.178874639,2024-Jan-16 16:18,0.0395859444996208,0.0391060083381978,0.0400658603631334,8.79226517540301,8.78460639245536,00:01,25.62
2024 AU2,2,2460326.227028424,2024-Jan-16 17:27,0.0995985727178162,0.0991877755412054,0.100009369366456,18.4299804820529,18.4285288669758,< 00:01,22.42
2024 AB3,2,2460326.463553632,2024-Jan-16 23:08,0.0195399958049849,0.0192661766329325,0.0198138093549395,19.1811094579419,19.1739990475008,00:02,26.55
2012 BN1,10,2460326.469319472,2024-Jan-16 23:16,0.0706491803919818,0.0706479137578339,0.0706504470261016,4.55040811082859,4.54211245104516,< 00:01,25.52
2021 CZ2,15,2460326.476363855,2024-Jan-16 23:26,0.0199909702644367,0.0199898656353288,0.0199920748933957,14.357118773607,14.3478322820414,< 00:01,22.45
2024 BS1,1,2460326.528468145,2024-Jan-17 00:41,0.00794421745235387,0.00790440887662626,0.00798402503701019,16.4272227189144,16.4067927723647,00:03,27.35
2024 BV4,6,2460326.533598184,2024-Jan-17 00:48,0.0684223609614249,0.0681020311237119,0.0687426903367784,15.8770481510061,15.8745952609185,00:04,23.30
2024 AV4,2,2460327.024142064,2024-Jan-17 12:35,0.0221862550969042,0.0221151635543038,0.022257346186487,15.4652377205969,15.4574702282941,< 00:01,25.33
2023 BE4,2,2460327.166841357,2024-Jan-17 16:00,0.0694912198480634,0.0360694428057423,0.112364924198652,15.9147881343033,15.9123787036211,1_10:33,25.67
2024 BB,3,2460327.204668950,2024-Jan-17 16:55,0.0269774816749636,0.0268451332787999,0.0271098291796592,16.9764923623537,16.9706735088448,< 00:01,26.13
2013 BB70,8,2460327.413468029,2024-Jan-17 21:55,0.0582466707055334,0.0582448015035711,0.0582485399097107,11.1951374661298,11.1910505935464,< 00:01,23.91
2024 BW1,6,2460327.596035353,2024-Jan-18 02:18,0.0166441450511968,0.0166106007485387,0.0166776876157447,4.98339836508364,4.95117047773379,< 00:01,25.12
2024 CD,4,2460327.677261723,2024-Jan-18 04:15,0.0224055498678983,0.0222483777888546,0.0225627177574467,10.1738823811423,10.1621868558086,00:16,25.53
2024 AP2,7,2460328.515109823,2024-Jan-19 00:22,0.0103082366953477,0.010293221199291,0.0103149831446755,5.88777463881034,5.84370849476388,< 00:01,24.63
2024 BD,2,2460329.054971078,2024-Jan-19 13:19,0.0182822902790579,0.018221712154,0.0183428681725541,22.5088680471857,22.5023922896633,< 00:01,25.38
2023 XA8,15,2460329.193391221,2024-Jan-19 16:38,0.0692057202720684,0.0691957740562962,0.0692156664869438,9.7105310355225,9.70656537008191,< 00:01,22.69
2024 CA4,1,2460329.317098309,2024-Jan-19 19:37,0.0418064198181638,0.0403038644122627,0.0433088606792316,10.4801256714085,10.4740425154679,01:21,25.48
2021 BA,9,2460329.409587344,2024-Jan-19 21:50,0.0943042914115008,0.0943029891979266,0.0943055936253109,7.77181647682334,7.76818017456715,< 00:01,26.00
2024 AE3,15,2460329.476172884,2024-Jan-19 23:26,0.0282978458238992,0.0282936062170978,0.0283020854264459,7.52125272213414,7.50872331018719,< 00:01,24.47
483508,68,2460329.568742213,2024-Jan-20 01:39,0.085280545407246,0.0852801674081516,0.0852809234063405,11.9108037569546,11.9081803289573,< 00:01,20.02
2024 BC,4,2460329.683950395,2024-Jan-20 04:25,0.00566244482520439,0.00565047424992406,0.00567441526828999,18.8933771826596,18.8684550438356,< 00:01,27.17
2024 BU2,6,2460329.825504274,2024-Jan-20 07:49,0.0906012347000034,0.0902735140459832,0.0909289528988499,7.51672542512059,7.51281194958246,00:02,23.18
2024 BQ1,1,2460329.933717937,2024-Jan-20 10:25,0.00230762130749791,0.00230587339759804,0.00230936907677682,6.59736687800611,6.41996598490981,< 00:01,30.07
2023 XX7,16,2460330.298985444,2024-Jan-20 19:11,0.0522995878753123,0.0522945757625144,0.0523045999856397,6.26481179587857,6.25667434821093,< 00:01,24.34
2015 UH52,14,2460330.420331208,2024-Jan-20 22:05,0.0838433210694725,0.0838387828569999,0.0838478592970339,11.673295186604,11.6705724786044,< 00:01,26.02
2024 BL,3,2460330.458235442,2024-Jan-20 23:00,0.0119692065175159,0.0118742454164902,0.0120641657474742,18.8392128833446,18.8273928008805,< 00:01,27.26
2024 AH2,6,2460330.558722069,2024-Jan-21 01:25,0.0719789606875721,0.0715799559229446,0.0723779540220148,5.34255161081978,5.3356183114401,00:03,23.68
2023 XQ13,16,2460330.835504557,2024-Jan-21 08:03,0.0744086526613994,0.0743836926284953,0.0744336126865506,11.369419560369,11.3662695586589,< 00:01,22.49
2024 BE1,2,2460331.130397685,2024-Jan-21 15:08,0.00544873609449196,0.00542682709230906,0.00547064335868517,9.76867349460109,9.71848570766186,< 00:01,28.94
2024 CF3,3,2460331.360202519,2024-Jan-21 20:39,0.0215040112556734,0.0214114546104981,0.0215965581489243,4.37110374324854,4.34266457667532,00:03,26.30
2024 CL,2,2460331.497238833,2024-Jan-21 23:56,0.0330559031054809,0.032785377389507,0.0333264249457363,13.3430527964078,13.3370104381553,00:05,25.10
2024 BX5,4,2460331.585217867,2024-Jan-22 02:03,0.0453499810058431,0.0452502839393342,0.0454496713180269,2.81042022941142,2.78943622599056,00:03,27.51
2024 BM,3,2460331.659243420,2024-Jan-22 03:49,0.0202812357594025,0.0201039299018975,0.0204585187493575,5.9753646618983,5.95333769309286,00:02,27.00
2024 BD4,14,2460331.690283252,2024-Jan-22 04:34,0.00533639413294475,0.00533170241398788,0.00534108434454851,1.90901427759464,1.62656966052777,< 00:01,26.52
2020 YK3,5,2460331.791027415,2024-Jan-22 06:59,0.0629656150407518,0.0529110579483749,0.0730626066303671,6.5901078959232,6.58368356182494,10:41,27.17
2024 BR2,8,2460331.998316618,2024-Jan-22 11:58,0.00195841237017617,0.00195787993289329,0.00195894476464962,4.04186531796015,3.68993423797695,< 00:01,27.08
2017 WT28,7,2460332.092465780,2024-Jan-22 14:13,0.0928985239830971,0.0915451850625773,0.0944523140806698,3.86851298435323,3.86109174818182,2_16:22,28.1
2024 BG2,1,2460332.296034882,2024-Jan-22 19:06,0.003709874968113,0.00369941732448408,0.00372033252965779,31.5954574382782,31.5727177373589,< 00:01,26.96
2024 CZ6,5,2460332.342885922,2024-Jan-22 20:14,0.02689895644174,0.026740288572473,0.0270576116911019,5.15145891558755,5.13219433775458,00:09,25.43
2024 BN,4,2460332.577883226,2024-Jan-23 01:52,0.0632592180278081,0.0629791941950045,0.0635392413487827,12.8652064308417,12.8619320661474,00:01,25.22
2024 BA1,3,2460332.782447927,2024-Jan-23 06:47,0.02187059622605,0.0216692501057352,0.0220719199935689,6.37666262162496,6.3575284189944,00:03,27.00
2024 BZ3,2,2460332.969332991,2024-Jan-23 11:16,0.00627126166163588,0.00625160053533124,0.00629091951136786,5.70603659243615,5.63108434643168,00:03,27.80
2024 BV3,2,2460333.000242958,2024-Jan-23 12:00,0.022968687106817,0.0225489221782419,0.0233884309633721,12.8236104131016,12.8145610266795,00:06,26.79
2021 BL3,8,2460333.111228525,2024-Jan-23 14:40,0.0440987888278216,0.0196999057077565,0.117503355606774,23.3944898318611,23.3919070002644,4_00:19,24.71
2024 CJ,5,2460333.487478911,2024-Jan-23 23:42,0.0241029427791055,0.024000325807106,0.0242055555846201,6.41685897878347,6.39960838904701,00:02,25.20
2024 AL6,3,2460333.554305075,2024-Jan-24 01:18,0.0139633007573135,0.0138982373734574,0.0140283638221592,27.0221757946563,27.015113258131,< 00:01,25.67
2024 BQ3,3,2460333.868720673,2024-Jan-24 08:51,0.0122854317777547,0.0122293057185003,0.0123415548969775,8.65728635736005,8.63219813539088,< 00:01,26.73
2024 BN1,1,2460334.146721096,2024-Jan-24 15:31,0.0904817045813929,0.0873556429714745,0.0936084821792775,7.11020434367248,7.10606152388473,15:07,26.00
2024 BF5,3,2460334.576814464,2024-Jan-25 01:51,0.039276589164261,0.0390847807991243,0.0394683958430449,12.2958560345751,12.2903375823242,< 00:01,25.44
2017 BG92,7,2460334.717839271,2024-Jan-25 05:14,0.0300947015364304,0.014132116550649,0.0462516086956808,6.28775970909638,6.27366313830473,2_07:39,28.77
2024 CC,6,2460334.792975548,2024-Jan-25 07:02,0.0261805083183461,0.0261087803385151,0.0262522339962573,5.86504248224706,5.84766419342887,< 00:01,25.18
2011 CQ1,9,2460335.717613701,2024-Jan-26 05:13,0.028936756320744,0.0252954260798027,0.0326250468338481,4.62481272778648,4.60485981923251,1_18:45,32.1
2024 BC3,11,2460335.810523036,2024-Jan-26 07:27,0.0496148562482241,0.0495269841297059,0.0497027282621636,17.8948028536321,17.8918015486952,< 00:01,22.21
2024 BA5,3,2460335.898157577,2024-Jan-26 09:33,0.0184928531448504,0.0184379887183628,0.0185477163698882,8.78262060315358,8.76619994732183,< 00:01,26.02
2024 BP4,1,2460336.501243221,2024-Jan-27 00:02,0.0201359887353111,0.017538232584802,0.0227350861259538,11.246657976768,11.2348861664525,14:04,26.95
2024 BB4,2,2460336.754506717,2024-Jan-27 06:06,0.0794541920024253,0.0785514922742507,0.0803568792185217,10.4818088250243,10.4786090046362,00:02,25.48
2024 BC5,2,2460336.821002969,2024-Jan-27 07:42,0.0172442350659338,0.0170624567656245,0.0174260059748464,12.4316672327478,12.4192319314889,00:02,24.82
2024 BJ,9,2460337.228808863,2024-Jan-27 17:29,0.00236342993958534,0.00236335950823881,0.00236350037064732,6.34676817406335,6.16658008138622,< 00:01,26.27
2024 BF1,9,2460337.457608488,2024-Jan-27 22:59,0.0268615185632749,0.0268188943646767,0.0269041427222133,26.0211539531959,26.0173416532886,< 00:01,23.28
2024 AU4,12,2460337.512160082,2024-Jan-28 00:18,0.042153485496205,0.0419382681210692,0.0423687019615472,17.4216401421106,17.4180115758572,< 00:01,23.14
2024 CE3,1,2460337.644140433,2024-Jan-28 03:28,0.0858495743969501,0.0847683439178432,0.0869307669651844,6.63915873236576,6.63448230560296,00:45,25.09
2024 BP3,2,2460338.066655200,2024-Jan-28 13:36,0.00473572925573326,0.00472042289593518,0.00475103524381014,13.6734117113004,13.6322016224485,00:03,27.50
2024 CR,2,2460338.330401579,2024-Jan-28 19:56,0.0173764611144825,0.0173293862493389,0.0174235352788551,10.2374501212466,10.2224609618594,00:03,26.93
2024 CO4,1,2460338.381872982,2024-Jan-28 21:10,0.0200141540048064,0.019861813828597,0.0201664904748983,11.4726689198136,11.4610589668564,00:26,26.57
2024 CW1,1,2460338.447516130,2024-Jan-28 22:44,0.0436034341114426,0.0433634269037339,0.0438434367061763,8.32413675065743,8.31679255764372,00:10,26.65
2024 BC6,1,2460338.806676736,2024-Jan-29 07:22,0.00545148959078593,0.00538763201865294,0.00551533782153982,12.1301248501011,12.0897644920141,< 00:01,28.09
667303,54,2460338.954523944,2024-Jan-29 10:55,0.0709194449138443,0.0709193024575587,0.0709195873701904,9.33844425997822,9.33442018484971,< 00:01,21.55
2012 BA62,6,2460339.158107290,2024-Jan-29 15:48,0.0738035013384845,0.0593373717849326,0.184126070464228,7.60663411029634,7.60188646333465,2_10:19,26.65
2014 YS,14,2460339.420998157,2024-Jan-29 22:06,0.0721435318787474,0.0643515316616382,0.0800104986484219,10.9549634143304,10.9515915439831,02:54,24.5
2023 XV21,4,2460339.651805874,2024-Jan-30 03:39,0.055172022011457,0.0550207286561542,0.0553233139201592,7.28190708036418,7.27527199939461,00:02,23.63
2024 AT1,10,2460339.793504924,2024-Jan-30 07:03,0.0512586316126881,0.0511851209454638,0.0513321422374624,21.3741467576637,21.3717146585422,< 00:01,21.79
2024 DB1,4,2460339.903802053,2024-Jan-30 09:41,0.0933567541755413,0.0917812402882525,0.0949322596034296,19.0471576121592,19.0456591232898,00:12,23.29
2024 CQ5,3,2460339.908163817,2024-Jan-30 09:48,0.0715146602683579,0.0712251812113336,0.0718041391263857,27.7287866109648,27.7274429276201,00:01,22.63
2024 CG,1,2460339.917609327,2024-Jan-30 10:01,0.00809695490675856,0.00801459835822194,0.00817930662550253,9.77326057863775,9.73953175385164,00:03,26.46
2024 BA3,3,2460339.988381775,2024-Jan-30 11:43,0.00400230124424553,0.00399811765668699,0.00400648449158453,5.76384299973027,5.64715968146841,< 00:01,28.86
2024 BF,18,2460340.150476637,2024-Jan-30 15:37,0.099265641598066,0.0992427128748485,0.0992885702575278,2.98717865576968,2.97817939404138,< 00:01,24.39
2024 BS6,1,2460340.625688004,2024-Jan-31 03:01,0.0127801116380504,0.0126689051871032,0.0128913124598538,11.9365039442148,11.9190248607185,< 00:01,25.59
2022 OT1,13,2460340.736676596,2024-Jan-31 05:41,0.0695189389264252,0.0695183757100348,0.0695195021428748,4.93822351055199,4.93045603006285,< 00:01,25.25
2024 CK,7,2460340.855062028,2024-Jan-31 08:31,0.0156095117590295,0.0155792982812427,0.0156397245742185,7.72358503061021,7.70145271790236,< 00:01,25.31
2024 BR3,3,2460340.945762184,2024-Jan-31 10:42,0.0292039487839964,0.0290353846077828,0.0293725101625355,11.2862819387794,11.2781951611588,< 00:01,25.20
2024 CS,1,2460341.888658120,2024-Feb-01 09:20,0.00680545995190457,0.00676044537983017,0.00685008719007328,16.9859365179394,16.9628711522772,< 00:01,25.40
2018 CH2,4,2460342.059543112,2024-Feb-01 13:26,0.082302144853487,0.0501710480232079,0.114565110964733,11.0679762181698,11.0650507836261,3_21:42,28.0
2003 BM4,20,2460342.309834892,2024-Feb-01 19:26,0.0222100124825686,0.0222098522408039,0.0222101727243345,10.8616149036378,10.8505641947798,< 00:01,24.95
2024 BY,6,2460342.420759358,2024-Feb-01 22:06,0.0169363991648743,0.0169106428383712,0.0169621546372806,5.37013093768945,5.34075471926877,< 00:01,26.32
2024 CD3,2,2460342.544832196,2024-Feb-02 01:05,0.0377660201543878,0.037594149358308,0.0379378879886055,8.60865289998077,8.60045348602937,00:01,26.04
2024 BO3,2,2460342.804152992,2024-Feb-02 07:18,0.0344813968900093,0.0342010307901179,0.0347617585528768,12.1280546063456,12.1216815099986,00:15,26.73
2024 BH3,1,2460342.864012155,2024-Feb-02 08:44,0.0646247441422386,0.0635460430350057,0.0657033901293758,7.27789196346012,7.27222465251215,00:09,24.86
2024 CP,1,2460342.885178423,2024-Feb-02 09:15,0.0877171055688846,0.0840237495919624,0.0914091210154495,3.77561936646914,3.76756552072664,02:01,25.14
2024 CO8,2,2460343.063983215,2024-Feb-02 13:32,0.041019161554938,0.040289797783326,0.0417484925517541,10.5198913755928,10.5137148842983,00:15,26.53
2024 BJ3,4,2460343.076633376,2024-Feb-02 13:50,0.00573585055628473,0.00572959303507972,0.00574210803779373,17.7452411404676,17.7190440346475,< 00:01,26.02
2008 OS7,69,2460343.111502092,2024-Feb-02 14:41,0.0190785840778628,0.0190785778389428,0.019078590316785,18.1668475018784,18.1591583477983,< 00:01,20.37
2024 BP1,2,2460343.303744114,2024-Feb-02 19:17,0.0228905679502843,0.0226672722918434,0.0231138438625259,7.20650319120137,7.19033286708515,00:02,24.77
2024 BA4,1,2460343.691412130,2024-Feb-03 04:36,0.0235145064104584,0.0233318176926479,0.0236971924412797,12.9871534457652,12.9784255716439,< 00:01,26.77
2024 BN3,3,2460343.708797638,2024-Feb-03 05:01,0.0192289783036622,0.0191435422158584,0.0193144104405692,7.26168338197664,7.24257646698575,< 00:01,27.47
