des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2024 CW6,6,2460373.847251069,2024-Mar-04 08:20,0.0255298174678136,0.0254576366450869,0.0256019845361453,2.5037857266208,2.46174902646345,00:02,27.59
2024 EM2,4,2460373.890605346,2024-Mar-04 09:22,0.00981496712244589,0.00977488077615419,0.00985505210107834,11.3505880715516,11.3266459063953,< 00:01,26.94
2024 CK8,11,2460373.928875162,2024-Mar-04 10:18,0.0177744187765692,0.0177594259087061,0.0177894113168508,4.83474643681932,4.80364055019151,< 00:01,25.29
2024 EA,22,2460374.143309144,2024-Mar-04 15:26,0.0354372751642944,0.0354261631098532,0.0354483872121668,12.6369384427803,12.6309871345671,< 00:01,22.57
2024 EN2,4,2460374.158886578,2024-Mar-04 15:49,0.0050867910640648,0.00505134760217175,0.00512223293241133,17.9247649323467,17.8955187332597,< 00:01,26.54
2024 EZ,12,2460374.246058636,2024-Mar-04 17:54,0.0207621301770194,0.0207403931652304,0.020783867031561,8.63317403581617,8.61829604338242,< 00:01,24.32
2024 EW3,5,2460375.383364159,2024-Mar-05 21:12,0.0070119897628165,0.00699180685485878,0.00703216709567793,3.37430538444363,3.25974826094971,00:04,28.41
2024 EM3,3,2460375.457240611,2024-Mar-05 22:58,0.0194259104659426,0.0192945471154466,0.0195572676963797,8.96842158939639,8.95311474269563,00:03,26.43
2024 FH,2,2460375.600725315,2024-Mar-06 02:25,0.0590712667601628,0.0582422195469604,0.0599003106814697,19.925614826652,19.9233509695313,00:45,23.72
2024 EC1,2,2460376.387391648,2024-Mar-06 21:18,0.079526645132446,0.0787586237401981,0.080294663808412,19.1179157794394,19.1161631945712,< 00:01,23.38
2024 EH,6,2460376.580826521,2024-Mar-07 01:56,0.00338357594753661,0.00338053015241976,0.00338662164844344,9.49223075256433,9.40890513926248,< 00:01,27.20
2024 DV1,2,2460376.585413532,2024-Mar-07 02:03,0.0699513418647664,0.0691505214548886,0.0707521582099822,17.4340982211681,17.4319132584362,< 00:01,20.25
2024 EH4,4,2460376.908945635,2024-Mar-07 09:49,0.0848224957378024,0.0838536199337273,0.0857913676194476,18.6098747299017,18.6081867100203,< 00:01,23.81
2024 ET3,2,2460377.219251888,2024-Mar-07 17:16,0.00537941326055543,0.00533523018442176,0.00542358642161888,8.05887457218963,7.9971769124296,00:04,28.39
2021 EY1,4,2460377.403030166,2024-Mar-07 21:40,0.090272424591162,0.0706436126871417,0.109942485962157,17.4641916832565,17.4625015156415,16:46,26.68
2024 EJ2,2,2460377.576460539,2024-Mar-08 01:50,0.00372843216114389,0.00372283461309815,0.00373402959911727,14.8049488936551,14.7565997345181,< 00:01,26.43
2024 ET1,2,2460377.662726409,2024-Mar-08 03:54,0.00646093035779717,0.00644776121144811,0.00647409919980701,12.0053198341778,11.9709192171286,< 00:01,28.54
2024 DW1,12,2460377.738821468,2024-Mar-08 05:44,0.0269363768436344,0.0269233740160004,0.0269493796648865,19.8735359206918,19.8685579489331,< 00:01,23.87
2024 EY1,3,2460378.081380053,2024-Mar-08 13:57,0.0153948872985857,0.015355449173773,0.0154343242241903,7.66022838525339,7.63760091367584,< 00:01,28.32
2024 EZ1,4,2460378.211060567,2024-Mar-08 17:04,0.0173100292101951,0.0172638755898017,0.017356180901993,6.28514926308652,6.26061078776149,< 00:01,26.95
2024 EO,4,2460378.546140737,2024-Mar-09 01:06,0.00926449416811834,0.00922602013316912,0.00930296770676356,19.1744640557815,19.1594590083243,< 00:01,26.36
2024 EG,5,2460378.876360645,2024-Mar-09 09:02,0.0215524209665346,0.0214389707164406,0.0216658704158627,19.200414659419,19.1939747682843,< 00:01,24.54
2024 EB3,5,2460379.004860012,2024-Mar-09 12:07,0.0318598635140511,0.0317288841827881,0.0319908422716525,17.739501888302,17.7347868552129,< 00:01,24.54
2024 EQ1,6,2460379.004954282,2024-Mar-09 12:07,0.0168437673587163,0.01679599711255,0.0168915373129883,17.1407481311451,17.1315168854395,< 00:01,25.12
2008 EM,10,2460379.015675237,2024-Mar-09 12:23,0.0931178785409012,0.0931162261210914,0.0931195309644268,13.798799090774,13.7967252728272,< 00:01,24.66
2024 ES3,7,2460379.104585603,2024-Mar-09 14:31,0.0584260961762045,0.0582851946176776,0.0585669966662778,7.61428750921715,7.60829584975281,< 00:01,24.79
2024 CL2,15,2460379.339452224,2024-Mar-09 20:09,0.0526870750093991,0.0525433099546017,0.0528308383300938,6.78242485869551,6.77496445727396,< 00:01,23.89
2024 FQ2,1,2460379.705888128,2024-Mar-10 04:56,0.0528394856035547,0.0525661847363693,0.0531127845056949,12.0387287491385,12.0345393791389,00:01,25.72
2024 FQ1,3,2460380.035935372,2024-Mar-10 12:52,0.0407858945521907,0.0400300093570036,0.041541760262795,14.146169149836,14.1415502938178,00:18,25.18
2024 EJ3,6,2460380.094061176,2024-Mar-10 14:15,0.00661616684630566,0.00660496139263524,0.00662737214019314,13.7931526050099,13.7639243589642,< 00:01,26.77
2024 FC1,1,2460380.123412385,2024-Mar-10 14:58,0.00223291384343156,0.00223015071606664,0.00223567653000755,5.71778515433559,5.50513559348901,< 00:01,27.66
2024 EA2,3,2460380.127642926,2024-Mar-10 15:04,0.0142005359823515,0.0141026155189386,0.0142984523010043,11.0082050377685,10.9911470528778,< 00:01,27.48
2024 FR2,1,2460380.192446898,2024-Mar-10 16:37,0.0296422886605892,0.029288564991596,0.0299990426830235,4.79631071725055,4.77753293539739,00:41,26.04
2024 FZ2,5,2460380.232370157,2024-Mar-10 17:35,0.0483685093934178,0.0478829398960793,0.0488540712974728,11.4934828502618,11.4886889545507,00:07,22.42
2024 EE2,3,2460380.385157574,2024-Mar-10 21:15,0.0355703281900434,0.0351601114677259,0.0359805409003747,18.6955022742594,18.6914951400132,< 00:01,24.91
2024 FP1,4,2460380.633844867,2024-Mar-11 03:13,0.0529025972588362,0.0527614979900491,0.0530436944352682,6.01836681123977,6.00999230959506,< 00:01,25.22
2024 CU6,2,2460380.659945837,2024-Mar-11 03:50,0.0544039989036307,0.053850584806773,0.0549573480553469,4.15100224223771,4.13918687862921,00:03,26.30
2024 ER3,3,2460380.678899139,2024-Mar-11 04:18,0.0312204315464444,0.0309874719971187,0.0314533886766135,15.7066896655956,15.7012551113008,< 00:01,25.56
2024 DA1,15,2460380.817934899,2024-Mar-11 07:38,0.0240376086675613,0.0240061660532627,0.024069051097795,9.94606734488426,9.93491636011679,< 00:01,24.55
2024 EL3,1,2460380.938265906,2024-Mar-11 10:31,0.000241782667127883,0.00024091205095171,0.000242653643897761,13.7108784350412,12.8820768260019,00:05,28.77
2024 EN4,4,2460381.036898930,2024-Mar-11 12:53,0.086579899127033,0.0857043390176069,0.0874554528151302,12.7228630710253,12.7204439827424,00:01,24.48
2005 EO30,18,2460381.092926457,2024-Mar-11 14:14,0.06137492363667,0.0613742299221124,0.0613756173514788,7.69112959016418,7.68548294214866,< 00:01,23.01
2024 EX3,4,2460381.204640713,2024-Mar-11 16:55,0.00785204414786549,0.0078443918901435,0.0078596960205593,5.17467139422245,5.108674243472,< 00:01,28.15
2024 FM,1,2460381.285630700,2024-Mar-11 18:51,0.0110402360755622,0.0109151109845178,0.0111653564824776,8.68153861763905,8.65369444566102,00:34,27.81
2018 GY,10,2460381.549139241,2024-Mar-12 01:11,0.0996579257809419,0.0996566629194908,0.0996591886424156,12.8141695661229,12.8120829363122,< 00:01,24.83
2024 EG2,6,2460381.591023362,2024-Mar-12 02:11,0.00429123876303241,0.00428676587305005,0.00429571162308374,19.5754152571715,19.5436705755304,< 00:01,25.94
673675,32,2460381.607850479,2024-Mar-12 02:35,0.0496255247306551,0.0496252239448888,0.049625825516444,11.0657293500492,11.0608762142199,< 00:01,22.50
2024 EG4,11,2460381.790867076,2024-Mar-12 06:59,0.0223254790152656,0.0222931099383741,0.0223578479550774,12.7267288463449,12.7173477224256,< 00:01,24.68
2024 FM3,8,2460382.407110098,2024-Mar-12 21:46,0.0759348136006401,0.0758507658973401,0.076018861199328,10.3082356394517,10.3048310965442,00:01,22.57
2024 EC3,2,2460382.807086798,2024-Mar-13 07:22,0.00587835210289629,0.00586997451109602,0.00588672931894612,7.22478370179097,7.16177072982791,< 00:01,28.61
2024 EL1,9,2460383.048385758,2024-Mar-13 13:10,0.0217911399669732,0.021731660433699,0.0218506182230154,7.88023976880566,7.86470799066926,< 00:01,26.48
2024 EJ4,3,2460383.223566179,2024-Mar-13 17:22,0.000175441570597385,0.00017537291061914,0.000175510225216852,8.68493760631129,6.7121972328449,< 00:01,29.38
2024 FO,2,2460383.742387727,2024-Mar-14 05:49,0.0140981105106896,0.0140333672066929,0.0141628521018185,11.480734307325,11.4642605191331,00:01,25.52
2024 EH3,6,2460384.177609827,2024-Mar-14 16:16,0.0166800940675647,0.016659911569939,0.0167002764129824,10.1451232432054,10.1293655026622,< 00:01,25.51
2024 EK3,4,2460384.635146087,2024-Mar-15 03:15,0.00415939207159012,0.00415445034006291,0.00416433348138258,6.84454092499636,6.75030025730817,< 00:01,28.95
2020 FU,3,2460385.394936803,2024-Mar-15 21:29,0.0380893802090608,0.0311813774865479,0.113378526284476,15.4865567999328,15.4820391046823,2_19:21,26.4
2024 EK4,4,2460385.524228534,2024-Mar-16 00:35,0.0268811099452129,0.0267947587967878,0.0269674555307052,4.33745786952839,4.31454505192605,00:04,27.73
2024 CJ8,7,2460385.559280644,2024-Mar-16 01:25,0.0441716012833641,0.0439941020215436,0.0443490993696804,12.0679326145933,12.062933117664,< 00:01,23.30
2024 FV1,2,2460385.590124227,2024-Mar-16 02:10,0.00519501745540561,0.00516246621257981,0.0052275666877942,14.3844817247961,14.3487815461615,< 00:01,27.62
2024 EQ,8,2460385.771255616,2024-Mar-16 06:31,0.0177447222997754,0.0176850937046135,0.0178043498416522,10.6879200602906,10.6738616675371,< 00:01,26.01
2024 FV,2,2460385.840912307,2024-Mar-16 08:11,0.0499556763790918,0.0496994385156362,0.0502119081968955,6.83516218978585,6.82735442348117,00:02,25.69
2024 EK,9,2460386.145137436,2024-Mar-16 15:29,0.017863831148707,0.0178192394041767,0.0179084217470955,7.61421340129839,7.59459911811968,< 00:01,26.77
2024 EX2,2,2460386.168583288,2024-Mar-16 16:03,0.0149507967052454,0.0149106557845745,0.01499093569464,6.15415364729146,6.12512644962482,< 00:01,26.37
2024 FD,5,2460386.412763621,2024-Mar-16 21:54,0.00527957772860427,0.00527333937143186,0.00528581594386731,10.2227619109469,10.1732741970161,< 00:01,27.09
2024 ER4,2,2460386.884452587,2024-Mar-17 09:14,0.00108218105859644,0.00108132907446065,0.00108303296653997,8.29989426397798,7.99774770585686,< 00:01,27.35
2004 FK2,18,2460387.470643636,2024-Mar-17 23:18,0.0616253483108845,0.061624924087799,0.0616257725345655,7.64359774846189,7.63793905805659,< 00:01,24.34
2024 FW1,2,2460387.473616172,2024-Mar-17 23:22,0.0102889527374204,0.0102736460307038,0.0103042584695778,4.99049845943862,4.93833420690153,< 00:01,28.32
2024 EP3,6,2460387.479417012,2024-Mar-17 23:30,0.0282883601154818,0.0281930065461414,0.0283837121752815,8.94500236763844,8.93446626548278,< 00:01,24.73
2024 FJ1,2,2460387.603816585,2024-Mar-18 02:29,0.0809021515986943,0.0783216529383031,0.0834825958225295,13.1305099568978,13.1280014680303,00:18,25.49
2024 FR4,1,2460387.642409400,2024-Mar-18 03:25,0.035252495822944,0.0350010320911161,0.0355039551980107,11.004843327253,10.9979730508746,00:08,25.86
2024 EW,10,2460387.836983663,2024-Mar-18 08:05,0.083145823983927,0.0831452586571809,0.0831463894234093,2.13396778880713,2.11889754495023,< 00:01,25.61
2024 ED3,9,2460387.859183120,2024-Mar-18 08:37,0.00899483391492022,0.00899034014420689,0.00899932765798362,9.94786770452985,9.91804543633989,< 00:01,25.33
2024 EN3,8,2460388.035199224,2024-Mar-18 12:51,0.0143057659104191,0.0142770635720345,0.0143344671866134,6.35344045581837,6.32405735033922,< 00:01,26.83
2024 FX2,7,2460388.047269541,2024-Mar-18 13:08,0.0832919376305194,0.083198498053664,0.0833853770707627,8.82179376196124,8.81816681021931,< 00:01,23.36
2024 FS4,2,2460388.058257884,2024-Mar-18 13:24,0.0465942124300727,0.0462901166562107,0.0468983029734348,9.29147294417183,9.28531636141432,00:03,25.80
2024 EN,15,2460388.273611328,2024-Mar-18 18:34,0.00993837890671649,0.00993821660988386,0.00993854120353839,11.9748925547158,11.9524830770179,< 00:01,24.44
2020 FD,4,2460388.299096292,2024-Mar-18 19:11,0.0116151340851188,9.09059990259353e-05,0.0258168892715747,15.0839820748682,15.0687663999907,16:34,27.67
2024 BD7,16,2460388.759130631,2024-Mar-19 06:13,0.0481807558635315,0.04818041932939,0.0481810923977004,10.1409884662605,10.1355337109154,< 00:01,22.02
2024 FY1,14,2460389.054133434,2024-Mar-19 13:18,0.00524083201898903,0.0052334597438584,0.0052482041006572,10.3075673918194,10.2581250792981,< 00:01,26.36
2024 FO1,2,2460389.555085128,2024-Mar-20 01:19,0.0153523080474827,0.0153083290262592,0.0153962866694692,14.8083779780967,14.7966532399268,< 00:01,26.64
