des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,diameter,diameter_sigma,fullname
2023 PS,8,2460171.360472784,2023-Aug-14 20:39,0.0169683528666978,0.0169351599184329,0.0170015451528924,7.85508591191374,7.83506999883634,< 00:01,26.59,,,       (2023 PS)
2023 PC,9,2460171.371093895,2023-Aug-14 20:54,0.0340325216285479,0.0339964005536516,0.0340686422678628,5.26430580573881,5.24941247316334,< 00:01,24.55,,,       (2023 PC)
2023 QH5,7,2460172.253359513,2023-Aug-15 18:05,0.0378396842051172,0.0377760133812863,0.0379033546946515,9.73431409368373,9.72707772054536,< 00:01,24.55,,,       (2023 QH5)
2023 PX,5,2460172.479214870,2023-Aug-15 23:30,0.033259322093466,0.0331153226134834,0.0334033180734033,7.5669765587849,7.55638205283902,< 00:01,25.91,,,       (2023 PX)
2023 QT4,2,2460172.498834244,2023-Aug-15 23:58,0.0391116175359532,0.0386401200259857,0.0395831107545111,18.5066013838838,18.5029198982714,00:02,22.73,,,       (2023 QT4)
2023 PH1,5,2460173.414423294,2023-Aug-16 21:57,0.0134076266864546,0.0133846898009515,0.0134305626945105,5.98178100658648,5.94846591505146,< 00:01,27.68,,,       (2023 PH1)
2023 QD1,2,2460173.557560304,2023-Aug-17 01:23,0.00838185993305633,0.00833883676039033,0.00842488156335824,7.18953893657446,7.14518700290723,00:09,27.25,,,       (2023 QD1)
2022 CP1,7,2460173.810526819,2023-Aug-17 07:27,0.0352306782006643,0.0337020989148699,0.0367735701981436,9.81870956023373,9.81100394378761,02:25,27.35,,,       (2022 CP1)
2023 PZ,8,2460174.480427279,2023-Aug-17 23:32,0.00349555786324618,0.00349545527538025,0.00349566044224813,1.56592766139572,0.963138078414366,< 00:01,29.12,,,       (2023 PZ)
2023 PD1,4,2460175.020579367,2023-Aug-18 12:30,0.0392818405988861,0.0390571447458126,0.0395065302286872,7.48916316583013,7.48010062279527,00:01,25.36,,,       (2023 PD1)
2023 QC,10,2460175.027770508,2023-Aug-18 12:40,0.00912306529011282,0.00911808873497275,0.00912804179558633,7.98568032604413,7.94902327029355,< 00:01,24.73,,,       (2023 QC)
2023 QY,1,2460175.159187314,2023-Aug-18 15:49,0.000447269346513161,0.000443398203731251,0.000451140111562408,13.2243257424822,12.765906265635,00:11,28.61,,,       (2023 QY)
2023 RA,2,2460175.462498554,2023-Aug-18 23:06,0.0131415203970969,0.0130483544917022,0.0132346817567606,10.1829431736718,10.163012653126,00:22,25.14,,,       (2023 RA)
2023 QP3,1,2460175.882277958,2023-Aug-19 09:10,0.0105401584622585,0.0104568618738217,0.0106234494626993,10.8625611241217,10.839264180476,00:12,27.56,,,       (2023 QP3)
2023 QE2,1,2460175.887626423,2023-Aug-19 09:18,0.00273107279174407,0.00272386775622359,0.00273827742844133,12.3768380294769,12.2977594242627,00:02,27.77,,,       (2023 QE2)
2011 QJ21,13,2460175.902816686,2023-Aug-19 09:40,0.0331649865314705,0.0322052878203807,0.203674540722393,15.0543311179919,15.0489934929089,5_07:17,24.46,,,       (2011 QJ21)
2023 QM5,4,2460176.154561874,2023-Aug-19 15:43,0.00873263101894539,0.00870406384882929,0.00876119208054645,4.21659998577895,4.1436071554152,< 00:01,26.91,,,       (2023 QM5)
2023 QZ3,6,2460176.229671022,2023-Aug-19 17:31,0.044890932452112,0.0448487502256581,0.0449331144930458,7.1593321979217,7.15103688275075,< 00:01,24.84,,,       (2023 QZ3)
2023 QS1,1,2460176.265351375,2023-Aug-19 18:22,0.000716223391031886,0.000715466986457663,0.000716979766261739,15.7210481417843,15.4826030221865,< 00:01,28.62,,,       (2023 QS1)
2023 QR,1,2460177.348004258,2023-Aug-20 20:21,0.00138774639242337,0.00138613556039633,0.00138935719176148,20.8790558316011,20.7868940294255,< 00:01,29.31,,,       (2023 QR)
2023 QE,4,2460177.703347232,2023-Aug-21 04:53,0.0221781030404311,0.022050792953457,0.0223054049710844,6.53925758435155,6.52085957298869,00:03,27.39,,,       (2023 QE)
2023 PM1,13,2460178.182086241,2023-Aug-21 16:22,0.0209038699633963,0.0208396801263982,0.0209680595087236,18.5654571285288,18.5585902345954,< 00:01,23.62,,,       (2023 PM1)
2023 QB1,3,2460178.464936165,2023-Aug-21 23:10,0.00467677305775368,0.0046676411456014,0.0046859046502235,11.2902551173856,11.239680091516,< 00:01,28.95,,,       (2023 QB1)
2023 QO5,2,2460178.592899291,2023-Aug-22 02:14,0.00359904430871427,0.00359270659383934,0.00360538173276711,8.26918808595913,8.17916940964445,00:04,26.89,,,       (2023 QO5)
2023 PM,33,2460178.665799395,2023-Aug-22 03:59,0.0243862327854553,0.0243861882376791,0.0243862773332315,6.96753246589084,6.95183324167827,< 00:01,23.98,,,       (2023 PM)
2023 QZ,2,2460178.844027524,2023-Aug-22 08:15,0.0346213144679649,0.03437664050293,0.0348659717715386,4.50816287649019,4.49105902807467,00:04,26.91,,,       (2023 QZ)
2023 QU1,2,2460179.256782009,2023-Aug-22 18:10,0.0419446205033187,0.0418307059272143,0.0420585326901572,5.73474916471518,5.72366145872151,00:01,26.16,,,       (2023 QU1)
2023 QC7,10,2460179.684934787,2023-Aug-23 04:26,0.0220708321395502,0.0220123595010658,0.02212930350826,7.56547368845667,7.54949959352975,< 00:01,23.22,,,       (2023 QC7)
6037,165,2460179.846166834,2023-Aug-23 08:18,0.040652235768335,0.0406522220824199,0.04065224945425,14.252495230071,14.2478957673981,< 00:01,18.87,,,  6037 (1988 EG)
2023 QW,5,2460180.108781146,2023-Aug-23 14:37,0.0107947984250559,0.0107661575793057,0.0108234389896067,16.3453413784874,16.3302334618819,< 00:01,25.97,,,       (2023 QW)
2006 EF1,12,2460180.268336355,2023-Aug-23 18:26,0.0494598153873844,0.0494560944050454,0.0494635466913423,11.2600285955512,11.2552432570227,00:06,22.92,,,       (2006 EF1)
2023 QO,3,2460180.340943022,2023-Aug-23 20:11,0.0165438526529153,0.0164406930083501,0.0166470071883308,8.7924373502178,8.77410072038509,< 00:01,26.96,,,       (2023 QO)
2023 QF,7,2460180.341920566,2023-Aug-23 20:12,0.00493823959887324,0.00493325030027938,0.00494322852634375,5.43513576278561,5.3349395154905,< 00:01,27.32,,,       (2023 QF)
2023 QS2,2,2460180.494560132,2023-Aug-23 23:52,0.0322800723703209,0.0320353712153602,0.0325247715556272,17.6468705381686,17.6421924572924,< 00:01,25.15,,,       (2023 QS2)
2023 QN2,2,2460180.871593796,2023-Aug-24 08:55,0.0489940140987629,0.0485033658702477,0.0494846578404241,15.433341550596,15.4298173635164,< 00:01,24.62,,,       (2023 QN2)
2023 RT4,2,2460181.209582217,2023-Aug-24 17:02,0.0328823959487404,0.0327192724037915,0.0330455179261378,12.0414196272958,12.0346884254432,00:04,24.55,,,       (2023 RT4)
2023 QK2,8,2460181.287831133,2023-Aug-24 18:54,0.0198139755992916,0.0197977052027811,0.0198302456923086,4.88473645801346,4.85712886096594,< 00:01,26.75,,,       (2023 QK2)
2023 QN7,1,2460181.362522115,2023-Aug-24 20:42,0.010828364176274,0.0107457010067175,0.0109110262949332,24.2325093472547,24.2223528925525,00:02,23.45,,,       (2023 QN7)
2023 QG4,3,2460181.615310406,2023-Aug-25 02:46,0.0169342567445775,0.016876708092998,0.0169918051834597,24.0254090166321,24.0188591172207,< 00:01,22.68,,,       (2023 QG4)
2023 QC2,2,2460181.909206537,2023-Aug-25 09:49,0.0235983358346859,0.0234918162647422,0.0237048533121842,10.2172849978503,10.2062281705733,< 00:01,26.10,,,       (2023 QC2)
2023 QT1,3,2460182.558723969,2023-Aug-26 01:25,0.0294491815632758,0.0292956418370412,0.0296027187225573,10.6337168906089,10.6252049636675,< 00:01,25.20,,,       (2023 QT1)
2023 QO7,12,2460182.746286022,2023-Aug-26 05:55,0.0198535795849213,0.0197468832958597,0.0199602735708431,11.5622564989751,11.5506433741677,< 00:01,24.30,,,       (2023 QO7)
2007 RR17,27,2460183.162833745,2023-Aug-26 15:54,0.0213583240488289,0.0213581988535293,0.0213584492441382,7.13113211116253,7.11361669801295,< 00:01,23.78,,,       (2007 RR17)
2023 RO16,2,2460183.523843443,2023-Aug-27 00:34,0.0380850840736146,0.0380845514192128,0.0380856167302203,1.81424805119288,1.77526717162345,< 00:01,27.86,,,       (2023 RO16)
2023 RW4,1,2460183.602847712,2023-Aug-27 02:28,0.0427436028916842,0.042433785042754,0.043053415395507,9.70986604659748,9.70344402687685,00:09,25.89,,,       (2023 RW4)
2023 QR1,3,2460183.640286676,2023-Aug-27 03:22,0.0110785257903531,0.0110388045565233,0.0111182415943142,5.0175033796848,4.9693383076668,< 00:01,27.26,,,       (2023 QR1)
2023 RE9,1,2460183.655132963,2023-Aug-27 03:43,0.0233692138447796,0.023209071659972,0.0235293486739658,8.24350159312065,8.22965887674322,00:04,25.98,,,       (2023 RE9)
2023 QQ,7,2460183.884979573,2023-Aug-27 09:14,0.0273665169100731,0.0272105131944856,0.0275225172236988,10.1050959542335,10.0954563415784,< 00:01,25.77,,,       (2023 QQ)
2023 QJ5,5,2460184.080257184,2023-Aug-27 13:56,0.0117156498369162,0.0116648861060519,0.0117664122286736,12.2144683280849,12.1958344691653,< 00:01,27.10,,,       (2023 QJ5)
2023 RA1,2,2460184.262967436,2023-Aug-27 18:19,0.0404820097951903,0.0397101762471916,0.0412537846520911,8.26764960185356,8.259684754193,00:04,25.46,,,       (2023 RA1)
2023 QZ6,4,2460184.401450244,2023-Aug-27 21:38,0.023324683823649,0.0232051686684398,0.0234441980840945,17.6840034347574,17.677542500174,< 00:01,24.86,,,       (2023 QZ6)
2023 RT9,1,2460184.672756670,2023-Aug-28 04:09,0.00803302892236029,0.00794598236958994,0.0081200707127967,15.1331263738696,15.1111923043113,00:13,25.07,,,       (2023 RT9)
2023 RQ16,1,2460185.425706362,2023-Aug-28 22:13,0.00994459784521224,0.00974577121347566,0.0101433725180277,8.68901566555572,8.65812500272954,00:24,26.18,,,       (2023 RQ16)
2023 QK5,6,2460185.872508280,2023-Aug-29 08:56,0.0100776243336101,0.0100399170452152,0.0101153284125126,6.81483768549019,6.77592956856149,< 00:01,27.53,,,       (2023 QK5)
2023 QD2,2,2460186.482092568,2023-Aug-29 23:34,0.00841126247544377,0.00838126338856766,0.00844125919261422,7.76948386109231,7.72860460052723,00:05,26.88,,,       (2023 QD2)
2012 PZ17,11,2460187.406632244,2023-Aug-30 21:46,0.0429999972640691,0.0371615647138967,0.0494139558286605,3.58189741873136,3.56455605074302,2_22:04,26.73,,,       (2012 PZ17)
2023 RN1,8,2460187.943832734,2023-Aug-31 10:39,0.0356268729431803,0.0355200357510583,0.0357337077647267,6.40712366948489,6.39544031126561,< 00:01,25.17,,,       (2023 RN1)
2023 QH,7,2460188.018691763,2023-Aug-31 12:27,0.0307161641888032,0.0304629979237034,0.0309693276334374,15.9054107931531,15.8999560417444,< 00:01,23.70,,,       (2023 QH)
2023 RF,1,2460188.777901175,2023-Sep-01 06:40,0.0261570714554734,0.0259220030995562,0.0263921254426776,7.22692263551538,7.21281370904257,00:02,23.72,,,       (2023 RF)
2023 QB2,6,2460188.834469217,2023-Sep-01 08:02,0.0207602645049728,0.020679396290502,0.0208411295565153,7.16668498535858,7.14875397338754,< 00:01,26.25,,,       (2023 QB2)
2023 QZ1,3,2460189.136259596,2023-Sep-01 15:16,0.0466001219726618,0.0460947353825483,0.0471055049860047,18.6302438469039,18.6271745242808,< 00:01,24.14,,,       (2023 QZ1)
2023 QU,3,2460189.500858922,2023-Sep-02 00:01,0.0348727163557504,0.0347094060557587,0.035036024238473,9.81576206149421,9.80797497749452,< 00:01,25.11,,,       (2023 QU)
2023 RD,3,2460189.765327705,2023-Sep-02 06:22,0.00273114189502336,0.0027178052390871,0.0027444776700875,18.2984681010154,18.2450747179356,00:06,26.84,,,       (2023 RD)
2017 BY32,6,2460189.886127943,2023-Sep-02 09:16,0.0427369386422899,0.0381950623185022,0.0475951709005061,3.43385378138887,3.41564923415792,2_05:16,26.46,,,       (2017 BY32)
2023 RX1,3,2460190.302353474,2023-Sep-02 19:15,0.00523532194977614,0.00522912752433418,0.00524151200487933,1.67826554070953,1.34115236023512,00:03,30.25,,,       (2023 RX1)
2023 RT2,3,2460190.673340446,2023-Sep-03 04:10,0.0176362824388723,0.0174985891908355,0.0177739724622384,13.9744231203261,13.9636077968431,00:02,25.45,,,       (2023 RT2)
2023 QG,7,2460190.780067969,2023-Sep-03 06:43,0.0296292494907057,0.0296030111407571,0.0296554877958539,13.7003957712492,13.6938303489586,< 00:01,23.38,,,       (2023 QG)
2023 RH1,2,2460190.974569837,2023-Sep-03 11:23,0.0189291663381451,0.0188483385807427,0.019009993609336,7.52121931538959,7.50248085274709,00:01,26.61,,,       (2023 RH1)
2023 RB5,8,2460191.153713034,2023-Sep-03 15:41,0.0499164309442507,0.0496785086794889,0.0501543508921081,10.1850194806055,10.1797772182962,< 00:01,24.34,,,       (2023 RB5)
2023 QH1,2,2460191.191548544,2023-Sep-03 16:36,0.033469014113896,0.0332976438141749,0.0336403774671161,6.35325463533578,6.34071161595059,00:01,25.93,,,       (2023 QH1)
2023 RR9,1,2460191.698865392,2023-Sep-04 04:46,0.0199650689724651,0.0198738312528628,0.0200563045098025,7.55860405086692,7.54092707064312,00:23,26.03,,,       (2023 RR9)
2023 RU12,1,2460192.034327593,2023-Sep-04 12:49,0.0498712287512167,0.0494000333538666,0.0503424230988469,29.7399033182583,29.7381067825512,00:01,22.17,,,       (2023 RU12)
2023 RF1,21,2460192.314650645,2023-Sep-04 19:33,0.00625360265235759,0.00625052095808668,0.00625668428457765,6.43036871918399,6.36376458332597,< 00:01,25.86,,,       (2023 RF1)
2023 RV1,3,2460192.698297513,2023-Sep-05 04:46,0.0173048879449009,0.0171792143852875,0.0174305600481698,19.3897515771324,19.3818090212549,< 00:01,26.06,,,       (2023 RV1)
2023 RM16,2,2460193.040284000,2023-Sep-05 12:58,0.00234421252768934,0.00234058379012301,0.00234784095533812,8.67903693432526,8.54707211184929,< 00:01,28.89,,,       (2023 RM16)
2023 RP3,2,2460193.047136103,2023-Sep-05 13:08,0.0497752283469015,0.0495011711912621,0.0500492794132829,7.2460739523462,7.23868270241408,< 00:01,25.23,,,       (2023 RP3)
2023 RY4,1,2460193.180417365,2023-Sep-05 16:20,0.0323304912218427,0.0315227360906629,0.0331383983298045,13.704119280094,13.6981041607845,00:03,25.45,,,       (2023 RY4)
2023 RW3,3,2460193.233281755,2023-Sep-05 17:36,0.0248351470800504,0.0247089979074913,0.0249612866798062,5.33765200266079,5.31751404636288,< 00:01,26.50,,,       (2023 RW3)
2023 RZ3,2,2460193.285864079,2023-Sep-05 18:52,0.0348315392308305,0.034551545677203,0.0351115308896221,19.0600767259033,19.0560628792464,< 00:01,25.70,,,       (2023 RZ3)
2023 RU1,4,2460193.474496495,2023-Sep-05 23:23,0.0417879700270351,0.0415701904165953,0.0420057405126461,5.62492958144196,5.61358254997457,< 00:01,26.48,,,       (2023 RU1)
2023 RW5,2,2460193.636135424,2023-Sep-06 03:16,0.0144604144515432,0.014282605942908,0.0146382101090476,9.62126158402645,9.60209112651959,00:01,25.44,,,       (2023 RW5)
2023 RQ,3,2460193.741237698,2023-Sep-06 05:47,0.0213262281335371,0.0212496781375835,0.0214027777930594,20.212429647055,20.2062474021209,< 00:01,24.28,,,       (2023 RQ)
2023 RN16,1,2460193.833799193,2023-Sep-06 08:01,0.0326620840005714,0.032532846224985,0.0327913201151528,10.0295595232779,10.0214225514502,< 00:01,25.71,,,       (2023 RN16)
2023 RA3,2,2460193.843625707,2023-Sep-06 08:15,0.0124735637428397,0.0124073365598924,0.0125397889425384,10.0869103775461,10.0657111394206,00:05,26.21,,,       (2023 RA3)
2023 RK6,2,2460194.262593240,2023-Sep-06 18:18,0.0294227262007186,0.0292881838565861,0.0295572679283117,19.0569666625587,19.0522140782525,< 00:01,25.67,,,       (2023 RK6)
2023 RH3,3,2460194.321370790,2023-Sep-06 19:43,0.0249081917194256,0.0248348428905186,0.024981539679738,9.41192821070716,9.40055576139782,< 00:01,26.32,,,       (2023 RH3)
2023 RF156,1,2460194.356011561,2023-Sep-06 20:33,0.00242102161875444,0.00241624935682066,0.00242579327188189,8.10184144609944,7.96484243378537,< 00:01,29.66,,,       (2023 RF156)
2023 RZ2,2,2460194.368799696,2023-Sep-06 20:51,0.00471791052324654,0.00468844613737507,0.00474736933114595,8.62157848740575,8.5558225159745,< 00:01,27.14,,,       (2023 RZ2)
2021 JA5,4,2460194.397311696,2023-Sep-06 21:32,0.0341469286764059,0.0338846617176074,0.0739366557786225,10.8528729994841,10.845680829964,7_13:03,26.38,,,       (2021 JA5)
2023 RP1,1,2460194.485466004,2023-Sep-06 23:39,0.0288874093170164,0.0287805421472845,0.0289942774698868,6.62163108680137,6.60768680004858,00:08,27.16,,,       (2023 RP1)
2023 RD6,1,2460194.513010717,2023-Sep-07 00:19,0.0431863410922025,0.0430131270816254,0.0433595527965571,8.52177735232869,8.51453432097483,00:02,26.26,,,       (2023 RD6)
2023 RD16,2,2460194.542085816,2023-Sep-07 01:01,0.0363085440534161,0.0360994471370624,0.0365176385515374,12.1365934926158,12.1305454486241,00:05,25.93,,,       (2023 RD16)
2023 RS1,8,2460194.679674817,2023-Sep-07 04:19,0.0164394931673953,0.0164139966444092,0.016464989390303,9.0455369492219,9.0276011653916,< 00:01,24.02,,,       (2023 RS1)
2023 RX2,2,2460194.813544660,2023-Sep-07 07:32,0.0171570241867019,0.0170866728036323,0.0172273733191668,8.92732364840723,8.90991067762326,< 00:01,27.33,,,       (2023 RX2)
2023 RX4,4,2460194.990925523,2023-Sep-07 11:47,0.00414607486115302,0.00413912827172668,0.00415302121122549,11.090832594247,11.0327360861014,< 00:01,27.48,,,       (2023 RX4)
2023 RS,1,2460195.101478193,2023-Sep-07 14:26,6.92592750346214e-05,6.91528180033543e-05,6.93657217573694e-05,13.5881282225663,10.3776231393683,< 00:01,32.32,,,       (2023 RS)
2023 RN9,3,2460195.124464868,2023-Sep-07 14:59,0.00411916400938859,0.00411090544178053,0.00412742163379066,5.64393764635743,5.52814011030333,00:05,28.17,,,       (2023 RN9)
2023 RG22,1,2460195.287902805,2023-Sep-07 18:55,0.00255194800590044,0.00250147462413127,0.00260242006127196,11.1994981263814,11.105879784455,00:39,26.12,,,       (2023 RG22)
2023 RQ2,2,2460195.773008079,2023-Sep-08 06:33,0.00273820496479923,0.00273001244281346,0.00274639713373025,16.2395501684994,16.17951913004,< 00:01,28.43,,,       (2023 RQ2)
2023 RY2,2,2460195.779138909,2023-Sep-08 06:42,0.0012654204144606,0.00126254087769761,0.00126829950095634,10.4865306279557,10.2837789079087,< 00:01,28.30,,,       (2023 RY2)
2023 QC5,12,2460195.922049392,2023-Sep-08 10:08,0.0272406841888937,0.0272267362294303,0.0272546320995452,7.58854404961801,7.57564358976634,< 00:01,25.63,,,       (2023 QC5)
2020 GE,15,2460196.033844354,2023-Sep-08 12:49,0.038266874941841,0.0382666902967458,0.0382670595888026,1.44741829099599,1.39848559701551,< 00:01,28.16,,,       (2020 GE)
2023 RH,5,2460196.260391246,2023-Sep-08 18:15,0.0109237290511705,0.0109051122106835,0.0109423458074174,19.1186510015626,19.1058886951141,< 00:01,25.52,,,       (2023 RH)
2023 RY15,2,2460196.308887366,2023-Sep-08 19:25,0.00397582128947608,0.00396860785562649,0.00398303439248284,10.1745315098355,10.1084494282099,< 00:01,27.98,,,       (2023 RY15)
2023 SM3,1,2460196.330328265,2023-Sep-08 19:56,0.0380729495234448,0.0367868678512186,0.0393589479111913,11.3551077588966,11.3489429093496,00:41,26.71,,,       (2023 SM3)
2023 RG,3,2460196.336446361,2023-Sep-08 20:04,0.0110102484594619,0.0109871747782145,0.0110333218464399,12.4661258154605,12.4466980758041,< 00:01,27.34,,,       (2023 RG)
2023 RM,2,2460196.545759239,2023-Sep-09 01:06,0.0220128755425722,0.0219380881575379,0.0220876612521732,5.99534587072787,5.97512245859794,00:16,27.42,,,       (2023 RM)
2023 SG4,1,2460196.549191721,2023-Sep-09 01:11,0.0302072669622569,0.02972694196064,0.030687535822155,7.54520410871275,7.53350462313193,00:38,24.41,,,       (2023 SG4)
2023 RF4,7,2460196.628327932,2023-Sep-09 03:05,0.0117367924289614,0.011723253426839,0.0117503313135149,10.9648342405046,10.9441103412809,< 00:01,25.26,,,       (2023 RF4)
2023 RL,7,2460196.791991988,2023-Sep-09 07:00,0.00504732296719162,0.00504203682883585,0.00505260868944689,5.3828720958978,5.28389183974154,< 00:01,28.45,,,       (2023 RL)
2023 RO6,2,2460196.813742844,2023-Sep-09 07:32,0.0142106215011925,0.014125736294655,0.0142955047804196,12.6949613943549,12.6801832210836,00:02,26.74,,,       (2023 RO6)
2023 RK5,4,2460196.949581088,2023-Sep-09 10:47,0.00188431348277274,0.00188131317668011,0.00188731354130603,10.1231552374207,9.98249508886706,< 00:01,29.10,,,       (2023 RK5)
2023 SN,1,2460197.081367125,2023-Sep-09 13:57,0.0128936965631455,0.0128222021212463,0.0129651888510893,12.0356454099349,12.01846333388,00:13,26.49,,,       (2023 SN)
2023 RX,4,2460197.115405396,2023-Sep-09 14:46,0.00794607548712421,0.00792348862679471,0.0079686617054775,11.5425334134421,11.5134459338535,< 00:01,27.30,,,       (2023 RX)
2023 SJ5,2,2460197.404878724,2023-Sep-09 21:43,0.033315864241286,0.0329441613261178,0.0336875622840985,15.7655991170023,15.7605254649374,00:17,24.19,,,       (2023 SJ5)
2023 RB1,1,2460197.638355420,2023-Sep-10 03:19,0.039019791655303,0.0385445053228087,0.0394950572237142,8.69957748498257,8.69172467107707,00:05,26.69,,,       (2023 RB1)
2023 RL7,2,2460197.714145217,2023-Sep-10 05:08,0.0130386217635411,0.0129958013519126,0.0130814413123625,11.5453524252588,11.5276388280921,00:01,27.21,,,       (2023 RL7)
2023 RS29,1,2460197.788131456,2023-Sep-10 06:55,0.0237890721439967,0.0236792810889406,0.023898856958436,5.98904771403017,5.97031689609536,< 00:01,27.52,,,       (2023 RS29)
2023 SP2,1,2460197.794323218,2023-Sep-10 07:04,0.0147928718669347,0.0145986591084984,0.0149870159517048,4.86098214752594,4.82378577067453,00:25,28.23,,,       (2023 SP2)
2023 RF11,4,2460197.804400273,2023-Sep-10 07:18,0.00788449899324507,0.00785378765553517,0.00791520928483527,12.4482678370161,12.4210907023185,< 00:01,27.48,,,       (2023 RF11)
2023 RP2,4,2460198.049788523,2023-Sep-10 13:12,0.00323133697101366,0.00322997117955683,0.0032327027386455,9.12354677749434,9.03271587145905,< 00:01,27.19,,,       (2023 RP2)
2023 RJ,6,2460198.051488980,2023-Sep-10 13:14,0.0362093663056119,0.036023846010232,0.0363948859160695,20.1394704335565,20.1358163137108,< 00:01,24.67,,,       (2023 RJ)
2023 QE8,7,2460198.418416436,2023-Sep-10 22:03,0.0101748149426032,0.0101487623518752,0.0102008671992743,14.456587984721,14.4384623853112,< 00:01,24.00,,,       (2023 QE8)
2023 QF6,1,2460198.472936198,2023-Sep-10 23:21,0.0177969327579368,0.0172862147278202,0.0183082170699905,10.4645749784148,10.4502582829736,20:56,26.14,,,       (2023 QF6)
2023 RU,1,2460199.130100463,2023-Sep-11 15:07,0.0271560643143152,0.0268709638555334,0.0274411619736979,20.2643033457199,20.2594608890434,00:02,25.71,,,       (2023 RU)
2023 RK,3,2460199.205378068,2023-Sep-11 16:56,0.0408049749581463,0.0405773758758401,0.041032570263337,9.37975843987315,9.37279427824718,< 00:01,25.92,,,       (2023 RK)
2023 RG9,3,2460199.495223083,2023-Sep-11 23:53,0.0382007985974005,0.0379407345200891,0.0384608479476151,5.68191353693609,5.66962457500542,< 00:01,25.76,,,       (2023 RG9)
2023 SH,1,2460199.722441260,2023-Sep-12 05:20,0.0119754830033042,0.0118946572497889,0.0120563029045639,8.45501776886752,8.42866160387351,00:04,27.52,,,       (2023 SH)
2023 RC1,3,2460199.746556881,2023-Sep-12 05:55,0.00805047301318269,0.0080292357584558,0.00807170739927704,5.07160309500525,5.0059179382427,< 00:01,28.77,,,       (2023 RC1)
2020 RT2,6,2460199.770419920,2023-Sep-12 06:29,0.0281415121822001,0.0128949489763105,0.0434123523989278,10.0301736663711,10.0207295575835,1_07:53,28.22,,,       (2020 RT2)
2023 RO1,5,2460199.815928716,2023-Sep-12 07:35,0.0167767091917937,0.0166913338662268,0.0168620827173051,12.4108741378055,12.3980706797555,< 00:01,26.07,,,       (2023 RO1)
2023 SB3,1,2460200.447772304,2023-Sep-12 22:45,0.0292625187451046,0.0288400075456082,0.0296850154463889,8.29357736393044,8.28259118941757,00:05,27.32,,,       (2023 SB3)
2023 RR,2,2460200.617286925,2023-Sep-13 02:49,0.0445161459996836,0.0440676120371286,0.0449646775548925,21.1646562857435,21.1618280695995,00:03,24.33,,,       (2023 RR)
2023 RH2,2,2460200.690569367,2023-Sep-13 04:34,0.0290057046706303,0.0284414142610549,0.0295699863496634,21.4731476855941,21.4688693338024,< 00:01,23.96,,,       (2023 RH2)
2023 SS4,2,2460200.868638135,2023-Sep-13 08:51,0.0124079327387123,0.0123079217379187,0.0125079389760605,11.8218136965619,11.80363499514,00:06,27.09,,,       (2023 SS4)
2023 SV1,4,2460200.963346087,2023-Sep-13 11:07,0.0160743482365661,0.015993839541629,0.0161548562655112,19.6947294420942,19.6863111926235,00:05,24.13,,,       (2023 SV1)
2023 RE4,1,2460200.970118234,2023-Sep-13 11:17,0.0244923896593171,0.0243554813209226,0.0246292937552255,8.84198862065057,8.82967647569771,< 00:01,26.83,,,       (2023 RE4)
2023 SE,5,2460200.976466498,2023-Sep-13 11:26,0.0223217956157869,0.0222427305331813,0.022400859968124,13.5888079769693,13.580020942984,< 00:01,25.80,,,       (2023 SE)
2023 RR5,3,2460201.049467378,2023-Sep-13 13:11,0.00138626562711065,0.00138545552584048,0.00138707571082014,13.78972272431,13.64962790731,< 00:01,28.76,,,       (2023 RR5)
2023 SL1,3,2460201.187558279,2023-Sep-13 16:30,0.0142457175223024,0.0141795603140318,0.0143118735123074,13.7670217846886,13.7534291865373,< 00:01,25.55,,,       (2023 SL1)
2023 RC4,2,2460201.271992490,2023-Sep-13 18:32,0.0335040991832967,0.0333443847579801,0.0336638093586999,7.58146859382344,7.57097167530264,< 00:01,26.59,,,       (2023 RC4)
2023 SG,2,2460201.359820695,2023-Sep-13 20:38,0.0251488117164458,0.0250201741727778,0.0252774452528334,8.43529394753774,8.42272443718694,00:02,26.60,,,       (2023 SG)
2023 RA10,2,2460201.768988275,2023-Sep-14 06:27,0.00887696800068151,0.00886384626263929,0.00889008850032613,4.23655593283475,4.16510422934826,< 00:01,28.80,,,       (2023 RA10)
2023 RZ7,7,2460201.976139192,2023-Sep-14 11:26,0.0253112703517595,0.025233075968027,0.0253894640143845,11.8874834517257,11.8786247446799,< 00:01,23.91,,,       (2023 RZ7)
2023 RL6,9,2460202.008963661,2023-Sep-14 12:13,0.0219523436465216,0.0219123067177226,0.0219923801525427,9.16775152730253,9.15450254381728,< 00:01,25.69,,,       (2023 RL6)
2023 SS5,1,2460202.081412012,2023-Sep-14 13:57,0.00856802331396765,0.00755201216078722,0.00958390544833125,9.97138284594992,9.94014672542981,05:59,28.26,,,       (2023 SS5)
2023 SV7,3,2460202.115128354,2023-Sep-14 14:46,0.0113844411519262,0.0113647695901659,0.0114041067685984,2.25355369122246,2.14718719896508,00:02,28.93,,,       (2023 SV7)
2023 RE5,3,2460202.154444597,2023-Sep-14 15:42,0.00589134387508489,0.00586458874754902,0.00591809783123593,13.6191881535153,13.5859392586095,< 00:01,27.27,,,       (2023 RE5)
