des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,diameter,diameter_sigma,fullname
2023 FJ7,4,2460026.007501307,2023-Mar-22 12:11,0.0141136333254103,0.0140710953395757,0.0141561704770507,10.680219241499,10.6625282083236,< 00:01,25.97,,,       (2023 FJ7)
2023 FT,4,2460026.030152713,2023-Mar-22 12:43,0.0342219082135211,0.0341119615563545,0.0343318539396912,10.8430241333633,10.8358412042141,< 00:01,24.86,,,       (2023 FT)
2023 FD3,2,2460026.116709371,2023-Mar-22 14:48,0.0208093897477272,0.0207016753781154,0.0209171018983826,11.318530643841,11.3072123710225,00:04,26.95,,,       (2023 FD3)
2023 FD4,5,2460026.153785504,2023-Mar-22 15:41,0.0104224814071971,0.0104004134604036,0.0104445490138659,11.8583851940539,11.8368072042257,< 00:01,25.56,,,       (2023 FD4)
2023 FG,5,2460026.698591000,2023-Mar-23 04:46,0.0045605069035057,0.00455348643476145,0.00456752715418034,10.7726718703792,10.71830013726,< 00:01,27.49,,,       (2023 FG)
2023 FN4,1,2460026.718178219,2023-Mar-23 05:14,0.00441830967686501,0.00440850540009929,0.00442811132554561,4.58115779411424,4.44757222854489,< 00:01,27.79,,,       (2023 FN4)
2023 FK7,3,2460026.720227007,2023-Mar-23 05:17,0.0317363040417365,0.0316377987185455,0.0318348084672228,10.6635695038937,10.6556933567703,< 00:01,25.51,,,       (2023 FK7)
2023 FK1,3,2460026.878749531,2023-Mar-23 09:05,0.0124138556266627,0.012380491083154,0.0124472197427615,13.4437074413202,13.4277322993569,< 00:01,26.80,,,       (2023 FK1)
2023 EO1,6,2460026.932448265,2023-Mar-23 10:23,0.0175263092617609,0.0174470065441841,0.0176056114910142,21.1156572985434,21.1084563229299,< 00:01,24.47,,,       (2023 EO1)
2023 EF2,4,2460027.151065646,2023-Mar-23 15:38,0.0255036228317387,0.0253475204388117,0.0256597232419279,14.1666839180531,14.1593073329237,< 00:01,25.73,,,       (2023 EF2)
2023 FY3,17,2460027.361952937,2023-Mar-23 20:41,0.00369045063240358,0.00369026248580632,0.00369063876922814,1.45668382368881,0.823372250339361,< 00:01,29.02,,,       (2023 FY3)
2023 FA,5,2460027.457854351,2023-Mar-23 22:59,0.00786065450302695,0.00784705674466262,0.00787425184514248,8.74408434816014,8.70523307984784,< 00:01,26.50,,,       (2023 FA)
2023 FT2,4,2460028.048259208,2023-Mar-24 13:09,0.0178338150218903,0.0177613519068405,0.0179062769221815,12.0377738200262,12.0253559822778,< 00:01,26.01,,,       (2023 FT2)
2023 FF5,2,2460028.286315813,2023-Mar-24 18:52,0.0493047945780036,0.0491225184017152,0.0494870698434269,12.6063434602321,12.6020559227677,00:01,25.58,,,       (2023 FF5)
2023 FW10,5,2460028.323349049,2023-Mar-24 19:46,0.0276645890254329,0.0274417044928622,0.0278874597642445,7.04466042030111,7.03097525295807,< 00:01,25.24,,,       (2023 FW10)
2023 FF4,2,2460028.644567701,2023-Mar-25 03:28,0.00279038502998669,0.00278834406210583,0.00279242581860513,5.5917728577125,5.41831765538963,< 00:01,28.26,,,       (2023 FF4)
2023 FL7,6,2460028.876701847,2023-Mar-25 09:02,0.0423735869390482,0.0423068605686805,0.0424403128643968,7.70494804289426,7.69678264036918,< 00:01,24.38,,,       (2023 FL7)
2023 FN6,1,2460029.016070167,2023-Mar-25 12:23,0.00151986231454724,0.00151701352097219,0.00152271098957929,17.9804768746403,17.8827105655715,< 00:01,29.09,,,       (2023 FN6)
2023 DZ2,26,2460029.326780132,2023-Mar-25 19:51,0.00116742217318783,0.00116741632046284,0.00116742802591315,7.7790455762492,7.47989486701704,< 00:01,24.27,,,       (2023 DZ2)
2023 FG7,1,2460029.651430429,2023-Mar-26 03:38,0.00552717575515002,0.00550584649626825,0.00554850418608426,9.73160419382151,9.68194104800006,00:05,28.26,,,       (2023 FG7)
2023 FP7,1,2460029.834660223,2023-Mar-26 08:02,0.016492102634056,0.016403716279436,0.0165804869668136,8.30922984361071,8.28976349157262,00:05,27.44,,,       (2023 FP7)
2023 FK4,3,2460029.846397238,2023-Mar-26 08:19,0.0275884672400487,0.0274771127612281,0.0276998192655964,7.92289699278362,7.91069768308687,00:02,27.22,,,       (2023 FK4)
2023 FL2,5,2460030.260806119,2023-Mar-26 18:16,0.0312290450560223,0.031124104790273,0.0313339821485813,6.14033225362985,6.12642139283085,< 00:01,26.18,,,       (2023 FL2)
2023 DX2,11,2460030.927623616,2023-Mar-27 10:16,0.0217884214475866,0.0217553808324978,0.0218214617598689,8.97398460637239,8.96034721247744,< 00:01,24.15,,,       (2023 DX2)
2023 FW2,3,2460030.969151373,2023-Mar-27 11:16,0.00811078862047059,0.00806883666639057,0.00815273683376877,8.68269282789021,8.6447749372455,< 00:01,28.11,,,       (2023 FW2)
2023 FA11,1,2460031.023340022,2023-Mar-27 12:34,0.00742629212785614,0.00740416139051201,0.00744842270935237,25.5438937627719,25.5298438805971,00:02,25.99,,,       (2023 FA11)
2023 FZ2,4,2460031.216800041,2023-Mar-27 17:12,0.00924679979422513,0.00921872424684246,0.00927487469006116,12.281152963638,12.2576676041197,< 00:01,26.67,,,       (2023 FZ2)
2019 FT,5,2460031.231901658,2023-Mar-27 17:34,0.0436566287827429,0.0436562333629036,0.0436570242302643,28.2326437355372,28.2304818771553,< 00:01,22.92,,,       (2019 FT)
2023 FU3,6,2460032.436154873,2023-Mar-28 22:28,0.031070799530036,0.0309716297281336,0.0311699674062209,7.51751714328741,7.506101105859,< 00:01,26.32,,,       (2023 FU3)
2014 GC34,10,2460032.682708500,2023-Mar-29 04:23,0.0350245086883161,0.035023517593178,0.0350254997834583,25.8545339403104,25.8515913601241,< 00:01,22.46,,,       (2014 GC34)
2023 FP13,1,2460033.250048716,2023-Mar-29 18:00,0.022307247802565,0.0221661042375481,0.0224483890691317,13.6477372468435,13.638982471002,< 00:01,25.15,,,       (2023 FP13)
2022 YK4,5,2460033.470560539,2023-Mar-29 23:18,0.0303935191230769,0.0303906324668229,0.0303964057601899,2.27559670156105,2.23674054740043,00:01,25.76,,,       (2022 YK4)
2023 FR1,5,2460033.560442201,2023-Mar-30 01:27,0.0485985821678206,0.048243343359004,0.0489538119007103,7.92505812444106,7.91813701077103,< 00:01,24.49,,,       (2023 FR1)
2023 EK2,15,2460033.661289952,2023-Mar-30 03:52,0.0330720403022064,0.033035577077836,0.033108503471933,15.4079093424742,15.4026795872282,< 00:01,23.14,,,       (2023 EK2)
2017 SE12,5,2460033.748222475,2023-Mar-30 05:57,0.0132475929428849,0.00686980171756156,0.0825159523402588,8.39239778301795,8.36839781031852,4_12:44,27.16,,,       (2017 SE12)
2023 GC,4,2460034.102450784,2023-Mar-30 14:28,0.0173520009731694,0.0172513309665187,0.0174526695065381,15.5758956732464,15.5660340758468,< 00:01,24.16,,,       (2023 GC)
2023 FQ4,3,2460034.158148290,2023-Mar-30 15:48,0.0102929030543633,0.0102638841383975,0.0103219204463456,7.46925145189347,7.43451315780655,< 00:01,27.61,,,       (2023 FQ4)
2023 FH7,2,2460034.255837648,2023-Mar-30 18:08,0.00110538274236372,0.0011033822717215,0.00110738281148072,8.68527241539833,8.40315653363526,< 00:01,28.82,,,       (2023 FH7)
2016 GH1,6,2460034.482941623,2023-Mar-30 23:35,0.0196903826821447,0.00315174481959295,0.0376308332546309,5.81994306404393,5.79664554979077,5_07:03,27.54,,,       (2016 GH1)
2023 FO3,3,2460034.798004162,2023-Mar-31 07:09,0.0168781528170427,0.0167804090621086,0.0169758931542514,10.1808928584994,10.1653749680795,< 00:01,26.66,,,       (2023 FO3)
2024 FQ5,1,2460035.425346070,2023-Mar-31 22:12,0.0193193803241021,0.018892126301886,0.0197466390877549,7.40636804709082,7.3877231122527,00:21,30.98,,,       (2024 FQ5)
2023 FF7,2,2460036.040411261,2023-Apr-01 12:58,0.0223724263449823,0.0222737007612687,0.022471150136816,10.7890397173495,10.7779954014555,< 00:01,26.94,,,       (2023 FF7)
2023 GF,11,2460036.165352063,2023-Apr-01 15:58,0.0211362063906809,0.0210803436445312,0.0211920680846354,8.39450336162252,8.379472658617,< 00:01,24.62,,,       (2023 GF)
2023 FZ10,3,2460036.188690261,2023-Apr-01 16:32,0.00702447944361919,0.00701391471877655,0.00703504073890582,2.75715032602285,2.61596083218951,< 00:01,28.57,,,       (2023 FZ10)
2023 GL,11,2460036.699105951,2023-Apr-02 04:47,0.0162176385499059,0.0161876289794529,0.0162476469310227,5.44402381996958,5.41376071274605,< 00:01,25.42,,,       (2023 GL)
2023 FY6,1,2460036.955290616,2023-Apr-02 10:56,0.0256316041082776,0.0254731521213381,0.0257900553159412,22.5034959256078,22.4988760406519,00:03,25.25,,,       (2023 FY6)
2022 GO3,2,2460037.039691272,2023-Apr-02 12:57,0.043647805619111,0.0344397696380037,0.052873122494565,11.5944993418644,11.5892331511751,08:06,26.85,,,       (2022 GO3)
2023 HU,3,2460037.165062801,2023-Apr-02 15:58,0.0465777210846602,0.0459799154559153,0.047175516783382,12.6234278812441,12.6188954127717,00:11,24.30,,,       (2023 HU)
2021 GN1,4,2460037.204362071,2023-Apr-02 16:54,0.0454010535032274,0.0344649909187636,0.0724248248464755,14.1524703208645,14.1483229028116,09:16,26.42,,,       (2021 GN1)
2023 FU6,3,2460037.900120581,2023-Apr-03 09:36,0.0125014599857804,0.0124332307911044,0.0125696862678531,10.2088250308074,10.1879262660774,00:02,27.00,,,       (2023 FU6)
2023 FS11,2,2460038.123000915,2023-Apr-03 14:57,0.0441890275208251,0.0436790904156975,0.0446989550222102,11.7430914075907,11.7379555798253,00:02,25.68,,,       (2023 FS11)
2023 FA7,5,2460038.564408494,2023-Apr-04 01:33,0.0150062357796147,0.0149172481292132,0.0150952227784972,24.0058474220491,23.9984498284246,< 00:01,25.31,,,       (2023 FA7)
2023 GB2,4,2460038.784116674,2023-Apr-04 06:49,0.0408226860128446,0.0404256222785621,0.041219740026699,9.95479244364167,9.9482336847991,00:02,25.70,,,       (2023 GB2)
2023 GC2,2,2460039.382530877,2023-Apr-04 21:11,0.023708659803343,0.0237035473065987,0.0237137722858517,5.71672067312794,5.69702789235119,< 00:01,27.33,,,       (2023 GC2)
2023 GE,3,2460039.688935355,2023-Apr-05 04:32,0.00610571282025284,0.00607310806244721,0.00613831510153819,10.985152345215,10.9453547064345,< 00:01,27.53,,,       (2023 GE)
2023 GY,2,2460039.743084945,2023-Apr-05 05:50,0.0192560194701926,0.0190563510164993,0.0194556815062427,13.4787475837847,13.4684777886198,00:02,24.27,,,       (2023 GY)
2023 GJ2,1,2460039.843052594,2023-Apr-05 08:14,0.0251567860078273,0.0247326295257797,0.025580901884293,7.73070095085698,7.71698822876575,00:17,25.62,,,       (2023 GJ2)
2023 FQ7,3,2460040.417485350,2023-Apr-05 22:01,0.0383816667861828,0.0381070337568153,0.0386562921016958,8.41048669248578,8.40222858248508,< 00:01,26.25,,,       (2023 FQ7)
2023 FZ3,11,2460040.622873847,2023-Apr-06 02:57,0.0280427586761031,0.0279944373453108,0.0280910799189104,18.8088338853877,18.8037815975668,< 00:01,24.46,,,       (2023 FZ3)
2023 GU1,5,2460040.882549636,2023-Apr-06 09:11,0.0138095163250274,0.0137505027741404,0.0138685238933022,5.68993665336997,5.65592510551366,00:01,26.71,,,       (2023 GU1)
2018 FD,12,2460041.027733689,2023-Apr-06 12:40,0.0414465178006062,0.0414457752907384,0.0414472603105281,7.83881181539886,7.83060638374339,< 00:01,24.27,,,       (2018 FD)
2023 FE4,12,2460041.043198889,2023-Apr-06 13:02,0.0246830265205879,0.024662286681193,0.0247037676303707,2.59436289385489,2.55241516016249,< 00:01,25.28,,,       (2023 FE4)
2023 FM,28,2460041.047735753,2023-Apr-06 13:09,0.0200600484333223,0.0200600321022227,0.0200600647644219,15.7877621814945,15.7793467659454,< 00:01,21.84,,,       (2023 FM)
2023 GT,2,2460041.232536387,2023-Apr-06 17:35,0.0342997207010256,0.0341111752590054,0.0344882619554416,8.81937153074486,8.81055898938848,00:02,26.49,,,       (2023 GT)
2020 FL4,5,2460041.250267483,2023-Apr-06 18:00,0.0360759809435341,0.0360750935535699,0.0360768683338388,4.97479027688649,4.95992171645989,< 00:01,26.96,,,       (2020 FL4)
2023 GX2,1,2460041.269156823,2023-Apr-06 18:28,0.0116483483959635,0.0114406983064866,0.0118559578274965,7.49333994386683,7.46275132317683,00:43,27.54,,,       (2023 GX2)
2023 GX,16,2460041.635986102,2023-Apr-07 03:16,0.0128047057895722,0.0127825719049703,0.0128268389159755,6.4689371465127,6.43668982554754,< 00:01,26.71,,,       (2023 GX)
2023 HM2,9,2460042.373978463,2023-Apr-07 20:59,0.0388239701922838,0.0387089592360648,0.0389389795242339,7.41243896278207,7.40317444604168,00:02,23.86,,,       (2023 HM2)
2023 GJ,8,2460042.389374311,2023-Apr-07 21:21,0.00451751007384948,0.00451377172029458,0.00452124837728448,12.0749434832121,12.025998384626,< 00:01,26.77,,,       (2023 GJ)
2023 GV,6,2460042.963754471,2023-Apr-08 11:08,0.0315790102219941,0.0314526215633968,0.0317053933488607,5.5610356565467,5.54584236623947,< 00:01,25.67,,,       (2023 GV)
2023 GD1,5,2460043.312836107,2023-Apr-08 19:30,0.0295320317767377,0.0293639483934914,0.0297001142373107,18.9674229634081,18.9626656126989,< 00:01,23.61,,,       (2023 GD1)
2023 GX1,4,2460043.345312887,2023-Apr-08 20:17,0.0322464252009651,0.0317340736287334,0.0327587384136604,8.42094532743024,8.41112732400676,< 00:01,25.03,,,       (2023 GX1)
2023 FX13,3,2460043.582141847,2023-Apr-09 01:58,0.0210373188445249,0.0208774667042827,0.0211971675333283,13.2817975242476,13.2722581233142,00:04,25.60,,,       (2023 FX13)
2023 FY13,2,2460043.612997289,2023-Apr-09 02:43,0.0472354164226948,0.0460535312848884,0.0484172564559726,11.9230058979771,11.9182738946687,00:02,24.09,,,       (2023 FY13)
2023 FP5,4,2460043.773663108,2023-Apr-09 06:34,0.0273678237878446,0.0271533415209945,0.0275823027514122,14.1135703532358,14.1066704758701,00:03,24.77,,,       (2023 FP5)
2023 TK12,1,2460044.171606229,2023-Apr-09 16:07,0.01627122458466,0.014702779019377,0.0227444725430922,17.7723360443886,17.7631196675527,06:27,25.77,,,       (2023 TK12)
2023 FG5,5,2460044.783518082,2023-Apr-10 06:48,0.0243171551157825,0.0242560029873859,0.0243783064974104,9.39940887155839,9.38774430485134,< 00:01,25.85,,,       (2023 FG5)
2023 FT1,5,2460044.875242590,2023-Apr-10 09:00,0.0498705804396317,0.0497370741845626,0.0500040849593835,6.60836389750698,6.6002740582376,< 00:01,25.09,,,       (2023 FT1)
2023 HD,3,2460045.120757181,2023-Apr-10 14:54,0.00967088878979881,0.00960192030226873,0.00973985442225676,13.6406846864418,13.6204716438987,00:01,25.86,,,       (2023 HD)
2023 GG2,1,2460045.450120539,2023-Apr-10 22:48,0.0207718413824969,0.0204326590501571,0.0211110174600659,21.6307194532883,21.6247884804004,00:02,26.22,,,       (2023 GG2)
2023 GG,11,2460045.517467550,2023-Apr-11 00:25,0.0101523889535613,0.0101522353673255,0.010152542539789,10.5606261163816,10.5357452016025,< 00:01,23.36,,,       (2023 GG)
2023 GF3,1,2460045.719252777,2023-Apr-11 05:16,0.0462981201554855,0.0451643127476808,0.0474317480027225,6.02616217847971,6.016604493265,00:05,24.89,,,       (2023 GF3)
2023 GE1,1,2460045.735457617,2023-Apr-11 05:39,0.0116681428638258,0.0116309408595369,0.0117053444349474,14.0905656593056,14.0743500915935,< 00:01,25.42,,,       (2023 GE1)
2023 GQ,1,2460045.982486728,2023-Apr-11 11:35,0.000894932759144961,0.000893977087877589,0.000895888415919479,20.5735768939037,20.4283497882695,< 00:01,28.42,,,       (2023 GQ)
2023 GB1,6,2460045.992474186,2023-Apr-11 11:49,0.0253715230169058,0.0252842205044459,0.0254588217772972,5.83298589550832,5.81495377912858,< 00:01,26.91,,,       (2023 GB1)
2023 GP3,2,2460046.226137975,2023-Apr-11 17:26,0.00173240839139178,0.00172632904966193,0.0017384857294062,8.12608275411429,7.93455608414967,< 00:01,28.58,,,       (2023 GP3)
2023 FE5,7,2460046.389693900,2023-Apr-11 21:21,0.0295889115991246,0.0294334373935171,0.0297443770697899,5.82054061615703,5.8050489412021,< 00:01,25.54,,,       (2023 FE5)
2023 GM2,5,2460046.916278993,2023-Apr-12 09:59,0.0361588677431518,0.0360394254676122,0.0362783078868966,7.40333061441858,7.39337053899462,< 00:01,26.34,,,       (2023 GM2)
2023 GW,7,2460047.060360393,2023-Apr-12 13:27,0.039488407192619,0.0393346672928206,0.0396421461400952,13.032039551564,13.0268609005007,< 00:01,24.48,,,       (2023 GW)
2023 HO,7,2460047.182598549,2023-Apr-12 16:23,0.032530120988447,0.0323866521930528,0.0326735894846013,26.1518109678175,26.1486787574808,< 00:01,25.44,,,       (2023 HO)
2023 FS10,9,2460047.260272494,2023-Apr-12 18:15,0.0082296675380494,0.00821560358707847,0.00824373095754811,7.6038225135453,7.56112336678566,< 00:01,26.17,,,       (2023 FS10)
2023 HG,4,2460047.341043797,2023-Apr-12 20:11,0.0148725583351301,0.0148055873948039,0.0149395264177919,8.71371059454606,8.69312626090579,< 00:01,27.04,,,       (2023 HG)
2019 GK21,13,2460047.707274881,2023-Apr-13 04:58,0.0390207489394981,0.0390203232931989,0.0390211745857885,8.05521286532835,8.04673144803479,< 00:01,25.70,,,       (2019 GK21)
2023 GR1,6,2460047.769688243,2023-Apr-13 06:28,0.0159318550645335,0.0159135515633564,0.0159501583242828,7.63974893737443,7.61782641701555,< 00:01,25.35,,,       (2023 GR1)
2023 HM,1,2460048.142738492,2023-Apr-13 15:26,0.00532174312403405,0.00529017974951921,0.00535330550699387,19.3536349554784,19.3277476734193,00:05,27.82,,,       (2023 HM)
436774,63,2460048.297198772,2023-Apr-13 19:08,0.031975700407549,0.0319756098932859,0.031975790921812,17.5515271862912,17.5467789083872,< 00:01,18.41,,,436774 (2012 KY3)
2023 HN,1,2460048.361592364,2023-Apr-13 20:41,0.0122768914186424,0.0121195033988978,0.0124342740663429,17.8334744660707,17.8213003836031,00:01,26.15,,,       (2023 HN)
2023 HC,3,2460048.572167316,2023-Apr-14 01:44,0.0285850673631446,0.0284803762997055,0.0286897551527978,6.61727243607552,6.60317120259491,< 00:01,26.26,,,       (2023 HC)
2023 HX2,20,2460048.626223479,2023-Apr-14 03:02,0.0316503408962615,0.0316472481489976,0.0316534336420466,7.73087227628194,7.71997515821828,< 00:01,25.23,,,       (2023 HX2)
2023 HA,6,2460048.845204885,2023-Apr-14 08:17,0.00567197154986567,0.00566427844822617,0.00567966440646517,8.91105094246479,8.85817723737184,< 00:01,27.67,,,       (2023 HA)
2023 HQ1,4,2460048.938843625,2023-Apr-14 10:32,0.0449612508186491,0.0447505821662239,0.0451719186919918,17.2594203221873,17.2559863958681,< 00:01,24.67,,,       (2023 HQ1)
2023 HY,4,2460049.152893664,2023-Apr-14 15:40,0.00258458401560557,0.00257577753378782,0.00259338995639608,15.3250948251793,15.257676982061,< 00:01,28.38,,,       (2023 HY)
2024 HB,3,2460049.170175979,2023-Apr-14 16:05,0.0255396071861182,0.0208439367075035,0.0302356717627015,11.3502687519278,11.341073408484,03:03,27.99,,,       (2024 HB)
2023 HE,3,2460049.279136099,2023-Apr-14 18:42,0.00205247963664853,0.00204853017256488,0.00205642890480553,13.8810325206416,13.7871937787877,< 00:01,27.68,,,       (2023 HE)
2023 HD2,3,2460049.487232454,2023-Apr-14 23:42,0.0219217814744204,0.0218218184792331,0.0220217421450138,9.79311579084488,9.78069666335337,< 00:01,26.39,,,       (2023 HD2)
2023 HC1,3,2460049.497019570,2023-Apr-14 23:56,0.0163420795198419,0.0162859933665298,0.0163981645700883,10.7646451234016,10.7494881957529,< 00:01,27.41,,,       (2023 HC1)
2023 HZ,1,2460049.748458461,2023-Apr-15 05:58,0.0019198226282194,0.00191209894118855,0.00192754534064141,13.0408287232392,12.9339652872137,< 00:01,29.08,,,       (2023 HZ)
2023 GZ,3,2460049.805024907,2023-Apr-15 07:19,0.00508324418162009,0.00507564230832249,0.00509084573472927,8.59683601513906,8.53564592434606,< 00:01,27.68,,,       (2023 GZ)
2023 GT1,4,2460049.884706362,2023-Apr-15 09:14,0.00606711627725275,0.00606323680575119,0.00607099564151972,2.65500808398558,2.48409606075338,< 00:01,28.26,,,       (2023 GT1)
2023 HQ4,2,2460049.896228982,2023-Apr-15 09:31,0.0381280960116412,0.0376327475737951,0.038623412008343,7.33667117058113,7.32713990925544,00:01,25.80,,,       (2023 HQ4)
2023 HG3,3,2460049.902588387,2023-Apr-15 09:40,0.00676044390205424,0.00672417585329086,0.00679670924206529,10.7444836076175,10.7077388957457,00:05,26.63,,,       (2023 HG3)
2023 GC1,2,2460050.030676771,2023-Apr-15 12:44,0.0395429169178342,0.0391612638193926,0.0399245481157667,6.57476123454203,6.56450465508095,00:14,26.72,,,       (2023 GC1)
2023 GD2,3,2460050.247109327,2023-Apr-15 17:56,0.022600843289587,0.0225491577874253,0.0226525272587553,6.06322060853537,6.04374538792936,< 00:01,27.58,,,       (2023 GD2)
2023 HS,12,2460050.273475088,2023-Apr-15 18:34,0.00275618544811397,0.00275338800978408,0.00275898276819125,9.4937873125714,9.39140794614676,< 00:01,27.64,,,       (2023 HS)
2023 FN13,13,2460050.336059758,2023-Apr-15 20:04,0.00669607957622061,0.00669579205422004,0.00669636709722623,4.52249053512872,4.43363146888696,< 00:01,27.21,,,       (2023 FN13)
2023 GA2,11,2460050.639661254,2023-Apr-16 03:21,0.0324197316367679,0.0323240215187125,0.0325154414898825,18.7345006182589,18.730113173343,< 00:01,23.39,,,       (2023 GA2)
2020 BV14,31,2460050.666850676,2023-Apr-16 04:00,0.0455477547459934,0.0455476739788008,0.045547835513186,8.1613280146528,8.15415708622323,< 00:01,23.43,,,       (2020 BV14)
2020 FQ6,12,2460051.123872325,2023-Apr-16 14:58,0.0334781030589254,0.0334776955056778,0.0334785106124833,9.66209666338252,9.65385593918209,< 00:01,25.07,,,       (2020 FQ6)
2023 HF2,10,2460051.345369050,2023-Apr-16 20:17,0.00992474473213079,0.00992095910413849,0.00992853035726678,19.10257394779,19.0885147361551,< 00:01,25.11,,,       (2023 HF2)
2023 HB1,1,2460051.461435691,2023-Apr-16 23:04,0.0185283978431164,0.0184529912986872,0.0186038057092568,12.6186608907828,12.6072595096408,00:02,26.08,,,       (2023 HB1)
2023 GM1,5,2460051.582620061,2023-Apr-17 01:59,0.00560510624683082,0.00560137222526657,0.00560884015005663,6.38164169518548,6.30671212825334,< 00:01,27.26,,,       (2023 GM1)
2023 GU,2,2460051.597203274,2023-Apr-17 02:20,0.0278443756228273,0.0276884360976928,0.0280003124509259,11.1617530167301,11.1531765314089,< 00:01,25.36,,,       (2023 GU)
2023 GM,8,2460051.778823986,2023-Apr-17 06:42,0.0216268388900092,0.0215778914363383,0.0216757862083859,20.0871718435397,20.081037517775,< 00:01,22.6,,,       (2023 GM)
2023 HB,2,2460051.790576987,2023-Apr-17 06:58,0.00130424296723706,0.00129920819776284,0.00130927638468958,12.2496322824748,12.0817063199233,< 00:01,30.47,,,       (2023 HB)
2023 HV4,1,2460052.230053961,2023-Apr-17 17:31,0.0250250937686918,0.0246422823996468,0.0254079029310068,33.5045653064808,33.5013873111621,< 00:01,24.71,,,       (2023 HV4)
2023 HJ1,1,2460052.236610760,2023-Apr-17 17:41,0.0229223688410078,0.0228991884690403,0.0229455488602909,5.60302684571462,5.58224249751014,< 00:01,26.44,,,       (2023 HJ1)
2023 GE2,2,2460052.330061086,2023-Apr-17 19:55,0.0151050324662692,0.0150531996950261,0.0151568617084691,5.98992795810612,5.96040630748406,< 00:01,27.98,,,       (2023 GE2)
2023 GO,7,2460052.398284322,2023-Apr-17 21:34,0.0469879440669215,0.0468461004643532,0.0471297854870548,6.68305989292042,6.67456952483466,< 00:01,25.43,,,       (2023 GO)
2023 GK2,2,2460052.684847614,2023-Apr-18 04:26,0.00869883605861603,0.00867192893746863,0.00872574167411526,8.21959940003751,8.18224958999657,< 00:01,28.59,,,       (2023 GK2)
2023 GS,4,2460052.721664233,2023-Apr-18 05:19,0.0152045712455591,0.0151424925325958,0.0152666475115035,8.53767202122227,8.51712155366255,00:01,26.12,,,       (2023 GS)
2023 HD3,2,2460052.746292521,2023-Apr-18 05:55,0.0497474342647639,0.0493847551894716,0.0501101016279339,6.94535047322698,6.93763453377487,00:02,25.78,,,       (2023 HD3)
2023 HU2,5,2460052.752737263,2023-Apr-18 06:04,0.0157555894548477,0.0156702344927701,0.015840943444585,17.8544337981917,17.8449595041083,< 00:01,24.77,,,       (2023 HU2)
2023 HH,3,2460053.033637256,2023-Apr-18 12:48,0.000961247974189939,0.000960525991140187,0.000961969911194695,10.6224309280462,10.358197091211,< 00:01,28.97,,,       (2023 HH)
2023 GQ1,2,2460053.176283849,2023-Apr-18 16:14,0.00283751122956807,0.00283512558692998,0.0028398960642258,2.59034473099629,2.19814607050569,< 00:01,30.27,,,       (2023 GQ1)
2023 HT,1,2460053.178648781,2023-Apr-18 16:17,0.00118872130416866,0.00118771606285688,0.00118972649352348,10.7152856252675,10.5040188704341,< 00:01,29.98,,,       (2023 HT)
2023 HO36,1,2460053.208074132,2023-Apr-18 17:00,0.00124869920445184,0.00124462346361037,0.00125277307025293,8.69399651891637,8.44499659571147,00:02,30.56,,,       (2023 HO36)
2023 GR,13,2460053.219657876,2023-Apr-18 17:16,0.0478294082128304,0.0477155462257979,0.0479432704268626,9.04770622459657,9.04154699055478,< 00:01,23.95,,,       (2023 GR)
2023 HT2,1,2460053.286769806,2023-Apr-18 18:53,0.00632939865501389,0.00631018705575288,0.00634860997982828,17.636382023869,17.6124965095146,< 00:01,25.32,,,       (2023 HT2)
2023 GO2,3,2460053.541876488,2023-Apr-19 01:00,0.00615875921931004,0.00614445129885949,0.00617306648118432,9.34583410240261,9.29942740651595,< 00:01,26.55,,,       (2023 GO2)
2023 HD6,4,2460053.849008373,2023-Apr-19 08:23,0.00752697194698027,0.0074809848426227,0.00757295475621632,9.55930896381455,9.52220594863838,00:01,27.39,,,       (2023 HD6)
2023 GV1,11,2460054.062880612,2023-Apr-19 13:31,0.0447653646333171,0.0447167237542186,0.0448140045250001,3.5864563031451,3.5698216777945,< 00:01,26.05,,,       (2023 GV1)
2023 HF,4,2460054.085669359,2023-Apr-19 14:03,0.00734766893074115,0.00733876128221094,0.00735657650415526,14.4667035845132,14.4416153595601,< 00:01,27.42,,,       (2023 HF)
2023 HQ5,1,2460054.164258779,2023-Apr-19 15:57,0.0459376663969019,0.044920091461798,0.046955225536794,18.1882953753777,18.1851061184578,< 00:01,24.68,,,       (2023 HQ5)
2023 HF3,3,2460054.309445510,2023-Apr-19 19:26,0.0032850892289229,0.00327945590466984,0.00329072230266666,11.1132103972271,11.0399854960264,< 00:01,29.16,,,       (2023 HF3)
2023 HR1,1,2460054.327281767,2023-Apr-19 19:51,0.0167575679882479,0.0167186081436351,0.0167965276073248,16.0229539398615,16.01302750427,< 00:01,26.22,,,       (2023 HR1)
2023 HK,6,2460054.713522180,2023-Apr-20 05:07,0.00228012069470579,0.00227911946259234,0.0022811219188407,15.925607393468,15.8520608121785,< 00:01,27.19,,,       (2023 HK)
2023 HM3,4,2460054.803452012,2023-Apr-20 07:17,0.0434477840865133,0.0431948544950969,0.0437007130021523,23.1188782405282,23.1162254504474,< 00:01,24.97,,,       (2023 HM3)
2023 HU5,1,2460055.017658846,2023-Apr-20 12:25,0.00622212554331806,0.00618674560969546,0.00625749928696739,7.35361509667841,7.29514920310397,00:01,27.58,,,       (2023 HU5)
